解の非唯一性考慮のPerfectIncorporation_wᵁ_2,entani論文のPerfectIncorporation_wᵁ,解の非唯一性考慮のPerfectIncorporation_wᵁ_1,entani論文のPerfectIncorporation_wᴸ,entani論文のPerfectIncorporation_wᵁ_2,解の非唯一性考慮のPerfectIncorporation_wᵁ,entani論文のPerfectIncorporation_wᵁ_1,Trial,解の非唯一性考慮のPerfectIncorporation_wᴸ,解の非唯一性考慮のPerfectIncorporation_wᴸ_1,entani論文のPerfectIncorporation_wᴸ_2,解の非唯一性考慮のPerfectIncorporation_wᴸ_2,entani論文のPerfectIncorporation_wᴸ_1
"[0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.21153842377530674, 0.23076923076923078]","[0.23076922076923123, 0.29999996399999623, 0.2307692207692314, 0.20000001600000175, 0.23076922076923123]","[0.21052633144130758, 0.315789348469539, 0.21052633144130758, 0.2105263314413076, 0.21052633144130758]","[0.20000001600000175, 0.20000001600000156, 0.09999998799999875, 0.07692307358974375, 0.20000001600000175]","[0.23076922076923123, 0.23076926410256243, 0.2307692207692314, 0.20000001600000175, 0.23076922076923123]","[0.23076923076923078, 0.315789348469539, 0.23076923076923078, 0.21153842377530674, 0.23076923076923078]","[0.20000001600000175, 0.29999996399999623, 0.20000001600000175, 0.20000001600000175, 0.20000001600000158]",657,"[0.2105263314413076, 0.21052633144130758, 0.105263116156513, 0.07692307692307693, 0.21052633144130758]","[0.21052633144130758, 0.21052633144130758, 0.105263116156513, 0.1578946742347695, 0.21052633144130758]","[0.23076922076923123, 0.23076922076923123, 0.1153846320512812, 0.07692307358974375, 0.20000001600000175]","[0.23076923076923078, 0.23076923076923078, 0.11538461538461539, 0.07692307692307693, 0.21153842377530674]","[0.20000001600000175, 0.20000001600000156, 0.09999998799999875, 0.1499999819999982, 0.20000001600000158]"
"[0.22222224230769166, 0.22222224230769166, 0.24999995480769374, 0.2222222121794875, 0.22222224230769166]","[0.23076922076923057, 0.23076922076923057, 0.24999995500000163, 0.22222221222222263, 0.23076922076923057]","[0.2307692207264959, 0.2307692207264959, 0.2307692533653842, 0.21153847409188012, 0.2307692207264959]","[0.2222222122222226, 0.2222222422222215, 0.11111112111111075, 0.07692308442307708, 0.21153847403846185]","[0.22222224222222134, 0.2222222422222215, 0.2499999550000017, 0.22222221222222263, 0.2222222422222215]","[0.2307692207264959, 0.2307692207264959, 0.24999995480769374, 0.2222222121794875, 0.2307692207264959]","[0.23076922076923057, 0.23076922076923057, 0.23076925326923123, 0.21153847403846185, 0.23076922076923057]",658,"[0.2222222121794875, 0.22222224230769166, 0.11111112115384583, 0.07692308445512806, 0.21153847409188012]","[0.2307692207264959, 0.2307692207264959, 0.11538461036324794, 0.07692308445512806, 0.21153847409188012]","[0.2222222122222226, 0.2222222422222215, 0.11111112111111075, 0.08333331833333388, 0.22222221222222263]","[0.2222222121794875, 0.22222224230769166, 0.11111112115384583, 0.08333331826923124, 0.2222222121794875]","[0.23076922076923057, 0.23076922076923057, 0.11538461038461528, 0.07692308442307708, 0.21153847403846185]"
"[0.22222222425497057, 0.22222222425497057, 0.22222222425497057, 0.16666666819122836, 0.22222222425497057]","[0.24000004222222482, 0.23999998666666586, 0.23999998666666586, 0.16666666366666694, 0.23999998666666578]","[0.23999999999999996, 0.23999999999999996, 0.23999999999999996, 0.1999999698263916, 0.23999999999999996]","[0.22222222422222204, 0.2222222242222221, 0.12000002111111241, 0.03999999777777764, 0.16666666366666694]","[0.22222222422222204, 0.22222222422222204, 0.22222222422222204, 0.16666666366666694, 0.22222222422222204]","[0.23999999999999996, 0.23999999999999996, 0.23999999999999996, 0.1999999698263916, 0.23999999999999996]","[0.24000004222222482, 0.23999998666666586, 0.23999998666666586, 0.16666666366666694, 0.23999998666666578]",659,"[0.22222222425497057, 0.22222222425497057, 0.11999999999999998, 0.039999999999999994, 0.16666666819122836]","[0.23999999999999996, 0.23999999999999996, 0.11999999999999998, 0.039999999999999994, 0.1999999698263916]","[0.22222222422222204, 0.22222222422222204, 0.22222222422222204, 0.11111110311111178, 0.16666666366666694]","[0.22222222425497057, 0.22222222425497057, 0.22222221510760234, 0.11111111212748528, 0.16666666819122836]","[0.23999998666666578, 0.23999998666666586, 0.12000002111111241, 0.03999999777777764, 0.16666666366666694]"
"[0.2222222222222222, 0.2222222222222222, 0.22222222222222224, 0.2222222222222222, 0.2222222222222222]","[0.22222222965079444, 0.22222222965079444, 0.22222221422222127, 0.2222222116507922, 0.22222221422222171]","[0.2222222222222222, 0.2222222222222222, 0.22222222222222224, 0.22222222222222224, 0.2222222222222222]","[0.22222221422222171, 0.22222222965079444, 0.11111111482539722, 0.11111111482539722, 0.2222222116507922]","[0.22222222965079444, 0.2222222193650793, 0.22222221422222127, 0.2222222116507922, 0.22222222965079444]","[0.2222222222222222, 0.2222222222222222, 0.22222222222222224, 0.22222222222222224, 0.2222222222222222]","[0.22222222965079444, 0.22222222965079444, 0.22222222965079444, 0.2222222116507922, 0.22222221422222171]",660,"[0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222]","[0.22222221422222127, 0.2222222193650793, 0.11111110968253965, 0.11111110711111064, 0.2222222116507922]","[0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222]","[0.22222221422222171, 0.22222222965079444, 0.11111111482539722, 0.11111111482539722, 0.2222222116507922]"
"[0.2222222222222222, 0.2222222222222222, 0.2500000000000001, 0.2222222222222222, 0.2222222222222222]","[0.22222222404040423, 0.22222222404040423, 0.24999999590909053, 0.22222222404040423, 0.22222222404040423]","[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]","[0.22222222404040423, 0.22222222404040423, 0.11111111202020212, 0.08333333196969685, 0.22222222404040423]","[0.22222222404040423, 0.22222222404040423, 0.24999999590909053, 0.22222222404040423, 0.22222222404040423]","[0.2222222222222222, 0.2222222222222222, 0.2500000000000001, 0.2222222222222222, 0.2222222222222222]","[0.22222222404040423, 0.22222222404040423, 0.22222222404040418, 0.22222222404040423, 0.22222222404040423]",661,"[0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.08333333333333337, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.11111110211111111, 0.2222222222222222]","[0.22222222404040423, 0.22222222404040423, 0.11111111202020212, 0.08333333196969685, 0.22222222404040423]","[0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.08333333333333337, 0.2222222222222222]","[0.22222222404040423, 0.22222222404040423, 0.11111111202020212, 0.11111110383838312, 0.22222222404040423]"
"[0.20000001537499976, 0.26666665641666687, 0.19999999999999998, 0.19999999999999998, 0.19999999999999998]","[0.2666666600000008, 0.2666666566666678, 0.2, 0.2, 0.2]","[0.29999994875000147, 0.2, 0.2, 0.19999999999999998, 0.2]","[0.2, 0.2, 0.1333333300000004, 0.1333333300000004, 0.2]","[0.20000001499999842, 0.2666666566666678, 0.19999999999999998, 0.2, 0.2]","[0.29999994875000147, 0.26666665641666687, 0.19999999999999998, 0.19999999999999998, 0.19999999999999998]","[0.2666666600000008, 0.20000000999999876, 0.2, 0.2, 0.2]",662,"[0.19999999999999998, 0.19999999999999998, 0.13333332820833343, 0.14999997437500073, 0.19999999999999998]","[0.2, 0.19999999999999998, 0.14999997437500073, 0.14999997437500073, 0.2]","[0.2, 0.2, 0.1333333283333339, 0.19999999999999998, 0.19999999999999998]","[0.19999999999999998, 0.19999999999999998, 0.13333332820833343, 0.19999999999999998, 0.19999999999999998]","[0.2, 0.2, 0.1333333300000004, 0.1333333300000004, 0.2]"
"[0.2666666544333333, 0.2666666544333333, 0.15555556371111112, 0.15555556371111112, 0.2666666544333333]","[0.26666664266666695, 0.26666664266666695, 0.23809521347985416, 0.16666663974359058, 0.26666664266666695]","[0.2380952537789997, 0.2380952537789997, 0.2380952537789997, 0.20238093277625036, 0.2380952537789997]","[0.23809524578754554, 0.23809521347985416, 0.11904762289377277, 0.04761904915750911, 0.15555557155555538]","[0.26666664266666695, 0.26666664266666695, 0.15555557155555536, 0.15555557155555538, 0.26666664266666695]","[0.2666666544333333, 0.2666666544333333, 0.2380952537789997, 0.20238093277625036, 0.2666666544333333]","[0.23809524578754554, 0.23809524578754554, 0.23809521347985416, 0.16666663974359058, 0.23809524578754554]",663,"[0.2380952537789997, 0.2380952537789997, 0.11904762688949985, 0.04761905075579994, 0.15555556371111112]","[0.2380952537789997, 0.2380952537789997, 0.11904762688949985, 0.04761905075579994, 0.20238093277625036]","[0.26666664266666695, 0.26666664266666695, 0.13333332133333348, 0.06666666066666674, 0.15555557155555538]","[0.2666666544333333, 0.2666666544333333, 0.13333332721666666, 0.06666666360833333, 0.15555556371111112]","[0.23809524578754554, 0.23809521347985416, 0.11904762289377277, 0.04761904915750911, 0.16666663974359058]"
"[0.22222222322222213, 0.24999999775000012, 0.22222222322222213, 0.22222222322222213, 0.22222222322222213]","[0.2222222247222221, 0.24999999437499992, 0.22222221722222238, 0.22222222472222233, 0.22222222472222214]","[0.22222222322222213, 0.2222222322222219, 0.22222221422222252, 0.22222222322222213, 0.22222222322222213]","[0.2222222247222221, 0.2222222247222222, 0.08333333145833341, 0.11111110861111115, 0.22222222472222206]","[0.22222222472222283, 0.24999999437499995, 0.2222222247222221, 0.22222222472222228, 0.2222222247222221]","[0.22222222322222213, 0.24999999775000012, 0.22222221422222252, 0.22222222322222213, 0.22222222322222213]","[0.22222222472222214, 0.22222222472222228, 0.22222221722222232, 0.22222222472222233, 0.2222222247222221]",664,"[0.22222222322222213, 0.22222222322222213, 0.08333333258333338, 0.11111110711111126, 0.22222222322222213]","[0.22222222322222213, 0.22222222322222213, 0.11111110711111137, 0.11111110711111126, 0.22222222322222213]","[0.22222221597222275, 0.2222222247222222, 0.08333333145833316, 0.11111110861111108, 0.2222222247222221]","[0.22222222322222213, 0.22222222322222213, 0.08333333258333338, 0.11111110711111126, 0.22222222322222213]","[0.22222222472222214, 0.2222222247222222, 0.11111110111111128, 0.11111110861111115, 0.22222222472222206]"
"[0.22222222507936476, 0.22222222507936476, 0.22222222507936476, 0.24999999357142927, 0.22222222507936476]","[0.24999997999999954, 0.24999998000000018, 0.2222222222222221, 0.24999998499999987, 0.2499999799999997]","[0.2631578347368492, 0.2631578347368492, 0.15789477684210054, 0.15789477684210054, 0.2631578347368492]","[0.2222222222222221, 0.2222222222222221, 0.12499999000000009, 0.08333335333333353, 0.08333332833333329]","[0.22222222222222232, 0.22222224222222248, 0.2222222222222221, 0.24999998499999987, 0.2222222222222221]","[0.2631578347368492, 0.2631578347368492, 0.22222222507936476, 0.24999999357142927, 0.2631578347368492]","[0.24999997999999954, 0.24999998000000018, 0.16666670666666705, 0.16666666666666594, 0.2499999799999997]",665,"[0.22222222507936476, 0.22222222507936476, 0.1315789173684246, 0.07894738842105027, 0.08333333119047642]","[0.2631578347368492, 0.2631578347368492, 0.1315789173684246, 0.07894738842105027, 0.15789477684210054]","[0.2222222222222221, 0.2222222222222221, 0.2222222222222221, 0.11111111111111097, 0.08333332833333329]","[0.22222222507936476, 0.22222222507936476, 0.2222222122222232, 0.11111111253968238, 0.08333333119047642]","[0.24999997999999954, 0.2499999799999997, 0.12499999000000009, 0.08333335333333353, 0.16666666666666594]"
"[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.18518518999999992, 0.22222222222222224]","[0.22222222222222218, 0.22222224222222442, 0.2222222222222222, 0.222222192222219, 0.2222222222222222]","[0.22222222222222224, 0.2222222366666669, 0.22222222222222224, 0.22222220055555525, 0.22222222222222224]","[0.18518519018518545, 0.2222222222222222, 0.11111112111111221, 0.11111111111111109, 0.18518519018518545]","[0.2222222222222221, 0.2222222222222222, 0.2222222222222222, 0.18518519018518545, 0.2222222222222222]","[0.22222222222222224, 0.2222222366666669, 0.22222222222222224, 0.22222220055555525, 0.22222222222222224]","[0.22222222222222218, 0.22222224222222442, 0.2222222022222201, 0.222222192222219, 0.2222222222222222]",666,"[0.18518518999999992, 0.22222222222222224, 0.11111111833333345, 0.11111111111111112, 0.18518518999999992]","[0.22222222222222224, 0.22222222222222224, 0.11111111833333345, 0.11111111111111112, 0.22222220055555525]","[0.18518519018518545, 0.2222222222222222, 0.2222222072222214, 0.1111111111111111, 0.18518519018518545]","[0.18518518999999992, 0.22222222222222224, 0.22222220777777796, 0.11111111111111112, 0.18518518999999992]","[0.22222220222222006, 0.2222222222222222, 0.11111112111111221, 0.11111111111111109, 0.222222192222219]"
"[0.2999998650000174, 0.20000005999999226, 0.20000005999999226, 0.19999996000000514, 0.20000005999999226]","[0.29999986500000353, 0.22222225022222558, 0.22222221422222127, 0.22222219622221917, 0.2222222142222213]","[0.22222221722222268, 0.22222223972222063, 0.22222221722222268, 0.2222222059722237, 0.22222221722222268]","[0.20000005999999848, 0.199999960000001, 0.11111112511111279, 0.09999995500000118, 0.19999996000000098]","[0.29999986500000353, 0.20000005999999848, 0.20000005999999845, 0.199999960000001, 0.20000005999999848]","[0.2999998650000174, 0.22222223972222063, 0.22222221722222268, 0.2222222059722237, 0.22222221722222268]","[0.22222221422222127, 0.22222225022222558, 0.22222221422222127, 0.22222219622221917, 0.2222222142222213]",667,"[0.20000005999999226, 0.19999996000000514, 0.11111111986111032, 0.0999999550000058, 0.19999996000000514]","[0.22222221722222268, 0.22222221722222268, 0.11111111986111032, 0.11111110861111134, 0.2222222059722237]","[0.20000005999999845, 0.199999960000001, 0.20000005999999845, 0.09999995500000118, 0.199999960000001]","[0.20000005999999226, 0.19999996000000514, 0.20000005999999226, 0.0999999550000058, 0.19999996000000514]","[0.22222221422222127, 0.22222221422222124, 0.11111112511111279, 0.11111110711111064, 0.22222219622221917]"
"[0.2222222277489176, 0.2222222277489176, 0.2222222277489176, 0.18518518150072158, 0.2222222277489176]","[0.28571427238095226, 0.2857142490476187, 0.22222222222222224, 0.18518517518518457, 0.28571427238095226]","[0.2857142755820107, 0.2857142755820107, 0.1428571555224866, 0.1428571555224866, 0.2857142755820108]","[0.22222222222222224, 0.14285713619047613, 0.14285712452380936, 0.11111111111111113, 0.14285715952380967]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.18518517518518457, 0.22222222222222224]","[0.2857142755820107, 0.2857142755820107, 0.2222222277489176, 0.18518518150072158, 0.2857142755820108]","[0.28571427238095226, 0.2857142490476187, 0.14285715952380967, 0.14285715952380967, 0.28571427238095226]",668,"[0.2222222277489176, 0.14285713779100534, 0.14285713779100534, 0.1111111138744588, 0.1428571555224866]","[0.2857142755820107, 0.14285713779100534, 0.14285713779100534, 0.14285713779100534, 0.1428571555224866]","[0.22222222222222224, 0.18518517518518457, 0.22222222222222224, 0.11111111111111112, 0.18518517518518457]","[0.2222222277489176, 0.18518518150072158, 0.2222222277489176, 0.1111111138744588, 0.18518518150072158]","[0.28571427238095226, 0.14285713619047613, 0.14285712452380936, 0.14285712452380936, 0.14285715952380967]"
"[0.200000059999993, 0.2999998650000157, 0.200000059999993, 0.19999996000000464, 0.200000059999993]","[0.22222221936508005, 0.299999865000005, 0.22222221936508005, 0.22222221936508005, 0.22222221936508005]","[0.22222224555555387, 0.222222215555556, 0.222222215555556, 0.222222215555556, 0.222222215555556]","[0.19999996000000145, 0.20000005999999776, 0.11111110968254002, 0.09999995500000165, 0.19999996000000145]","[0.20000005999999776, 0.299999865000005, 0.20000005999999776, 0.19999996000000145, 0.20000005999999776]","[0.22222224555555387, 0.2999998650000157, 0.222222215555556, 0.222222215555556, 0.222222215555556]","[0.22222221936508005, 0.22222223222221987, 0.22222221936508005, 0.22222221936508005, 0.22222221936508005]",669,"[0.19999996000000464, 0.200000059999993, 0.11111112277777693, 0.09999995500000523, 0.19999996000000464]","[0.222222215555556, 0.222222215555556, 0.11111112277777693, 0.111111107777778, 0.222222215555556]","[0.19999996000000145, 0.20000005999999776, 0.20000005999999776, 0.09999995500000165, 0.19999996000000145]","[0.19999996000000464, 0.200000059999993, 0.200000059999993, 0.09999995500000523, 0.19999996000000464]","[0.22222221936508005, 0.22222221936508005, 0.11111110968254002, 0.11111110968254002, 0.22222221936508005]"
"[0.22222224215811853, 0.22222224215811853, 0.24999995514423376, 0.22222221225427402, 0.22222224215811853]","[0.2307692243406596, 0.23076925219780145, 0.24999995499999889, 0.23076921505494546, 0.2307692243406596]","[0.23076923824519208, 0.230769238245192, 0.23076923824519208, 0.23076920584935995, 0.23076923824519208]","[0.2222222422222228, 0.22222221222222197, 0.07692308406593382, 0.07692307478021987, 0.22222221222222197]","[0.2222222422222228, 0.22222224222222253, 0.24999995499999889, 0.22222221222222197, 0.2222222422222228]","[0.23076923824519208, 0.230769238245192, 0.24999995514423376, 0.23076920584935995, 0.23076923824519208]","[0.2307692243406596, 0.23076925219780145, 0.2307692243406596, 0.23076921505494546, 0.2307692243406596]",670,"[0.22222224215811853, 0.22222221225427402, 0.07692307941506399, 0.07692307941506402, 0.22222221225427402]","[0.23076923824519208, 0.230769238245192, 0.07692307941506399, 0.07692307941506402, 0.23076920584935995]","[0.2222222422222228, 0.22222221222222197, 0.11111112111111121, 0.08333331833333296, 0.22222221222222197]","[0.22222224215811853, 0.22222221225427402, 0.11111112107905927, 0.08333331838141125, 0.22222221225427402]","[0.2307692243406596, 0.2307692243406596, 0.07692308406593382, 0.07692307478021987, 0.2307692150549455]"
