entani論文のCommonGround_wᴸ,解の非唯一性考慮のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_2,Trial,解の非唯一性考慮のCommonGround_wᵁ,解の非唯一性考慮のCommonGround_wᴸ_2,解の非唯一性考慮のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᴸ,entani論文のCommonGround_wᵁ_2
E,r,E,628,r,E,E,r,E,r,r,E,r
E,r,E,629,r,E,E,r,E,r,r,E,r
E,r,E,630,r,E,E,r,E,r,r,E,r
E,r,E,631,r,E,E,r,E,r,r,E,r
E,r,E,632,r,E,E,r,E,r,r,E,r
"[0.1999999900000003, 0.2000000150000002, 0.19999996500000183, 0.19999996500000178, 0.1999999900000003]",r,"[0.1999999900000003, 0.2000000150000002, 0.16666665833333358, 0.06666666333333343, 0.1999999900000003]",633,r,E,E,"[0.2000000149999989, 0.20000003999999882, 0.1999999900000003, 0.1999999900000003, 0.1999999900000003]","[0.1999999900000003, 0.14999998000000062, 0.10000001999999941, 0.14999998000000062, 0.1999999900000003]","[0.29999996000000123, 0.20000003999999882, 0.1999999900000003, 0.1999999900000003, 0.1999999900000003]",r,E,"[0.2000000149999989, 0.33333331666666716, 0.1999999900000003, 0.1999999900000003, 0.2000000150000002]"
"[0.22222221936508, 0.22222222579364997, 0.11111110325396995, 0.11111110968254, 0.22222221222222238]","[0.22222222814814832, 0.24999999416666654, 0.22222222148148146, 0.222222218148148, 0.22222222814814832]","[0.22222221936508, 0.22222222579365003, 0.08333333226190498, 0.11111110968254, 0.22222221222222238]",634,"[0.22222222814814832, 0.22222223106481467, 0.22222222148148146, 0.222222218148148, 0.22222222814814832]","[0.22222222148148146, 0.222222218148148, 0.08333333138888885, 0.11111111074074073, 0.22222222148148146]","[0.22222222814814832, 0.222222218148148, 0.11111111407407416, 0.11111111074074073, 0.22222222148148146]","[0.22222221936508, 0.22222222579364997, 0.22222221936508, 0.22222222579365003, 0.22222222579365003]","[0.22222221936508, 0.22222222579364997, 0.11111110325396995, 0.11111110968254, 0.22222222579365003]","[0.22222221936508, 0.22222222579364997, 0.22222221936508, 0.22222222579365003, 0.22222222579365003]","[0.22222222814814832, 0.22222223106481467, 0.22222222148148146, 0.222222218148148, 0.22222222814814832]","[0.22222222814814832, 0.222222218148148, 0.11111111407407416, 0.11111111074074073, 0.22222222148148146]","[0.22222221936508, 0.24999999678571494, 0.22222221936508, 0.22222222579365003, 0.22222222579365003]"
"[0.2222222222222222, 0.22222222222222224, 0.11111111111111112, 0.22222221222222316, 0.22222221222222197]","[0.22222222659722204, 0.2222222237847222, 0.2499999943750002, 0.22222222534722216, 0.2222222237847222]","[0.2222222222222222, 0.22222222222222224, 0.11111111111111112, 0.08333333333333334, 0.22222221222222197]",635,"[0.22222222659722204, 0.22222222659722204, 0.22222221534722245, 0.22222222534722216, 0.2222222237847222]","[0.2222222237847222, 0.2222222237847222, 0.1111111118923611, 0.08333333145833341, 0.2222222151909723]","[0.2222222237847222, 0.2222222237847222, 0.11111111329861102, 0.22222221534722245, 0.11111110767361122]","[0.2222222222222222, 0.22222222222222224, 0.11111113111111048, 0.22222222222222224, 0.2222222222222222]","[0.22222222222222224, 0.22222222222222224, 0.11111111111111112, 0.22222221222222316, 0.11111111111111112]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224]","[0.22222222659722204, 0.22222222659722204, 0.22222221534722245, 0.2222222237847222, 0.2222222237847222]","[0.2222222237847222, 0.2222222237847222, 0.22222219112847327, 0.22222221534722245, 0.2222222151909723]","[0.2222222222222222, 0.22222222222222224, 0.25, 0.22222222222222224, 0.2222222222222222]"
E,r,E,636,r,E,E,r,E,r,r,E,r
E,r,E,637,r,E,E,r,E,r,r,E,r
E,r,E,638,r,E,E,r,E,r,r,E,r
E,r,E,639,r,E,E,r,E,r,r,E,r
"[0.22222220722222294, 0.22222222222222224, 0.22222220722222188, 0.11111111111111112, 0.18518519018518495]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222235, 0.18518519018518542, 0.22222222222222213]","[0.22222220722222294, 0.22222222222222224, 0.18518519018518495, 0.11111111111111112, 0.18518519018518495]",640,"[0.22222222222222224, 0.22222222222222224, 0.22222222222222235, 0.1481481731481486, 0.22222222222222213]","[0.22222220722222163, 0.22222222222222213, 0.18518519018518542, 0.11111111111111112, 0.18518519018518542]","[0.1851851901851852, 0.22222222222222213, 0.2222222072222223, 0.11111111111111117, 0.1851851901851852]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.14814817314814802, 0.22222222222222224]","[0.18518519018518495, 0.22222222222222224, 0.22222220722222188, 0.11111111111111112, 0.18518519018518495]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.18518519018518495, 0.22222222222222224]","[0.22222222222222213, 0.22222222222222224, 0.22222222222222235, 0.1851851901851852, 0.22222222222222213]","[0.22222220722222163, 0.22222222222222213, 0.2222222072222223, 0.11111111111111112, 0.1851851901851852]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.18518519018518495, 0.22222222222222224]"
E,r,E,641,r,E,E,r,E,r,r,E,r
E,r,E,642,r,E,E,r,E,r,r,E,r
"[0.2222222232222223, 0.22222221222222174, 0.11111111811111138, 0.1111111071111108, 0.22222221222222174]","[0.22222222022222218, 0.22222222922222232, 0.24999999437499995, 0.22222222022222218, 0.22222222472222225]","[0.2222222232222223, 0.22222221222222174, 0.11111111161111116, 0.08333333258333328, 0.22222221222222174]",643,"[0.22222222472222225, 0.22222222922222232, 0.22222222472222225, 0.22222222022222218, 0.22222222472222225]","[0.22222222022222218, 0.22222222022222218, 0.11111110561111104, 0.08333333145833331, 0.22222222022222218]","[0.22222222472222225, 0.22222222022222218, 0.11111111461111116, 0.11111111011111117, 0.22222222022222218]","[0.22222222322222232, 0.22222222322222232, 0.2222222232222223, 0.22222221222222174, 0.2222222232222223]","[0.2222222232222223, 0.22222221222222174, 0.11111111811111138, 0.1111111071111108, 0.22222221222222174]","[0.22222222322222232, 0.22222222322222232, 0.2222222232222223, 0.22222221222222174, 0.2222222232222223]","[0.22222222472222225, 0.22222222922222232, 0.22222222472222225, 0.22222222022222218, 0.22222222472222225]","[0.22222222472222225, 0.22222222022222218, 0.11111110561111104, 0.11111111011111117, 0.22222222022222218]","[0.22222222322222232, 0.22222222322222232, 0.24999999774999984, 0.22222221222222174, 0.2222222232222223]"
E,r,E,644,r,E,E,r,E,r,r,E,r
E,r,E,645,r,E,E,r,E,r,r,E,r
E,r,E,646,r,E,E,r,E,r,r,E,r
"[0.22222222222222224, 0.22222222222222224, 0.22222220722222125, 0.1111111111111111, 0.22222220222222389]","[0.2222222222222222, 0.2500000117391303, 0.2222222222222222, 0.2222222065700484, 0.2222222222222222]","[0.22222222222222224, 0.22222222222222224, 0.08333333833333292, 0.11111111111111112, 0.22222220222222389]",647,"[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.1851851901851852, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.08333333724637676, 0.1111111111111111, 0.2222222065700484]","[0.2222222222222222, 0.1851851901851852, 0.22222220722222202, 0.1111111111111111, 0.1851851901851852]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.11111114611111048, 0.22222222222222224]","[0.2222222222222222, 0.18518519018518553, 0.22222220722222125, 0.1111111111111111, 0.18518519018518553]","[0.2222222222222222, 0.22222222222222224, 0.22222222222222224, 0.18518519018518553, 0.22222222222222224]","[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.1851851901851852, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.22222220722222202, 0.18518515953301107, 0.2222222065700484]","[0.22222222222222224, 0.2500000149999988, 0.22222222222222224, 0.22222220222222389, 0.22222222222222224]"
E,r,E,648,r,E,E,r,E,r,r,E,r
"[0.22222221722222255, 0.2222222172222225, 0.08333334333333317, 0.08888888888888886, 0.2222222172222225]",r,"[0.22222221722222255, 0.2222222172222225, 0.06666666666666665, 0.08888888888888886, 0.2222222172222225]",649,r,E,E,"[0.2222222322222216, 0.2500000299999995, 0.22222221722222255, 0.22222221722222255, 0.2222222172222225]","[0.22222221722222255, 0.1111111161111108, 0.08333334333333317, 0.08333334333333316, 0.2222222172222225]","[0.2222222322222216, 0.2500000299999995, 0.22222221722222255, 0.22222221722222255, 0.2222222172222225]",r,E,"[0.2222222322222216, 0.2666666666666666, 0.22222221722222255, 0.22222221722222255, 0.2222222172222225]"
"[0.2222222122222219, 0.22222222222222232, 0.08333332833333376, 0.1111111111111111, 0.2222222222222222]","[0.22222222222222224, 0.2777777777777778, 0.2222222222222223, 0.2222222222222223, 0.22222222222222224]","[0.2222222122222219, 0.22222222222222232, 0.055555555555555546, 0.1111111111111111, 0.2222222222222222]",650,"[0.22222222222222224, 0.25000002076923106, 0.22222222222222224, 0.2222222222222223, 0.22222222222222224]","[0.22222222222222224, 0.22222222222222224, 0.05555555555555556, 0.11111110253968255, 0.22222222222222224]","[0.22222222222222224, 0.22222222222222224, 0.08333334025641034, 0.11111111111111112, 0.22222222222222224]","[0.2222222222222222, 0.25000000499999964, 0.2222222222222222, 0.2222222222222222, 0.22222222222222232]","[0.2222222222222222, 0.22222222222222232, 0.08333332833333376, 0.1111111111111111, 0.2222222222222222]","[0.2222222222222222, 0.25000000499999964, 0.2222222222222222, 0.2222222222222222, 0.22222222222222232]","[0.22222222222222224, 0.25000002076923106, 0.22222222222222224, 0.2222222222222223, 0.22222222222222224]","[0.22222222222222224, 0.22222222222222224, 0.08333334025641034, 0.11111110253968255, 0.22222222222222224]","[0.2222222222222222, 0.27777777777777773, 0.2222222222222222, 0.2222222222222222, 0.22222222222222232]"
E,r,E,651,r,E,E,r,E,r,r,E,r
E,r,E,652,r,E,E,r,E,r,r,E,r
"[0.2222222222222222, 0.2222222122222221, 0.11111111111111112, 0.1111111111111111, 0.2222222222222222]","[0.22222221972222211, 0.22222224222222323, 0.22222222722222246, 0.22222221972222211, 0.22222221972222211]","[0.2222222222222222, 0.2222222122222221, 0.11111111111111112, 0.1111111111111111, 0.2222222222222222]",653,"[0.22222221972222211, 0.22222224222222323, 0.22222222722222246, 0.22222221972222211, 0.22222221972222211]","[0.22222221972222211, 0.22222221972222211, 0.11111112111111161, 0.11111111361111123, 0.22222221972222211]","[0.22222221972222211, 0.11111111158333388, 0.11111112111111161, 0.11111110986111106, 0.22222221972222211]","[0.2222222222222222, 0.22222223222222182, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]","[0.2222222222222222, 0.1111111111111111, 0.11111111111111112, 0.1111111111111111, 0.2222222222222222]","[0.2222222222222222, 0.22222223222222182, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]","[0.22222221972222211, 0.22222224222222323, 0.22222222722222246, 0.22222221972222211, 0.22222221972222211]","[0.22222221972222211, 0.22222221972222211, 0.11111112111111161, 0.11111111361111123, 0.22222221972222211]","[0.2222222222222222, 0.22222222222222224, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]"
E,r,E,654,r,E,E,r,E,r,r,E,r
E,r,E,655,r,E,E,r,E,r,r,E,r
E,r,E,656,r,E,E,r,E,r,r,E,r
E,r,E,657,r,E,E,r,E,r,r,E,r
E,r,E,658,r,E,E,r,E,r,r,E,r
E,r,E,659,r,E,E,r,E,r,r,E,r
"[0.22222221422222124, 0.22222221422222124, 0.1111111251111128, 0.11111110711111062, 0.222222196222219]","[0.22222221722222216, 0.22222224422222264, 0.2222222262222223, 0.22222221722222216, 0.2222222262222223]","[0.22222221422222124, 0.22222221422222124, 0.1111111251111128, 0.11111110711111062, 0.222222196222219]",660,"[0.22222221722222216, 0.22222224422222264, 0.2222222262222223, 0.22222221722222216, 0.2222222262222223]","[0.22222221722222216, 0.22222221722222216, 0.11111112211111132, 0.11111111311111115, 0.22222221722222216]","[0.22222221722222216, 0.22222221722222216, 0.11111112211111132, 0.11111111311111115, 0.22222221722222216]","[0.22222221422222124, 0.2222222502222256, 0.22222221422222124, 0.222222196222219, 0.22222221422222124]","[0.22222221422222124, 0.22222221422222124, 0.1111111251111128, 0.11111110711111062, 0.222222196222219]","[0.22222221422222124, 0.2222222502222256, 0.22222221422222124, 0.222222196222219, 0.2222222142222213]","[0.22222221722222216, 0.22222224422222264, 0.2222222262222223, 0.22222221722222216, 0.2222222262222223]","[0.22222221722222216, 0.22222221722222216, 0.11111112211111132, 0.11111111311111115, 0.22222221722222216]","[0.22222221422222124, 0.2222222502222256, 0.22222221422222124, 0.222222196222219, 0.22222221422222124]"
"[0.2222222222222222, 0.2222222222222222, 0.11111111111111116, 0.11111110611111047, 0.22222221222222271]","[0.22222221451229873, 0.22222225092451195, 0.24999999003816795, 0.22222221451229873, 0.22222221451229873]","[0.2222222222222222, 0.2222222222222222, 0.11111111111111116, 0.08333333333333331, 0.22222221222222271]",661,"[0.22222221451229873, 0.22222225092451195, 0.22222223271840527, 0.22222221451229873, 0.22222221451229873]","[0.22222221451229873, 0.22222221451229873, 0.11111112546225597, 0.08333333001272265, 0.22222221451229873]","[0.22222221451229873, 0.22222221451229873, 0.11111112546225597, 0.11111110725614937, 0.22222221451229873]","[0.2222222222222222, 0.22222222222222232, 0.2222222272222228, 0.2222222222222222, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.11111111111111116, 0.11111110611111047, 0.2222222222222222]","[0.2222222222222222, 0.2222222222222222, 0.2222222272222228, 0.2222222222222222, 0.2222222222222222]","[0.22222221451229873, 0.22222225092451195, 0.22222223271840527, 0.22222221451229873, 0.22222221451229873]","[0.22222221451229873, 0.22222221451229873, 0.11111112546225597, 0.11111110725614937, 0.22222221451229873]","[0.2222222222222222, 0.22222222222222232, 0.24999999999999994, 0.2222222222222222, 0.2222222222222222]"
"[0.2, 0.2, 0.19999997500000294, 0.19999999999999998, 0.19999999999999998]","[0.2000000150000005, 0.2666666566666663, 0.2, 0.2, 0.2]","[0.2, 0.2, 0.1333333283333339, 0.19999999999999998, 0.19999999999999998]",662,"[0.2000000150000005, 0.20000001111111132, 0.2, 0.2, 0.2]","[0.2, 0.2, 0.13333332833333314, 0.2, 0.2]","[0.2, 0.2, 0.15, 0.15, 0.2]","[0.20000001499999842, 0.20000000999999873, 0.19999999999999998, 0.19999999999999998, 0.2]","[0.2, 0.19999999999999998, 0.13333333000000042, 0.13333333000000042, 0.19999999999999998]","[0.26666666000000083, 0.20000000999999873, 0.19999999999999998, 0.19999999999999998, 0.2]","[0.3, 0.20000001111111132, 0.2, 0.2, 0.2]","[0.2, 0.2, 0.19999997388888824, 0.2, 0.2]","[0.20000001499999842, 0.2666666566666678, 0.19999999999999998, 0.19999999999999998, 0.2]"
E,r,E,663,r,E,E,r,E,r,r,E,r
"[0.2222222222222222, 0.22222222222222232, 0.11111110611111111, 0.1111111111111111, 0.2222222222222222]","[0.22222221606837617, 0.2500000138461536, 0.22222221606837617, 0.22222221606837617, 0.22222221606837617]","[0.2222222222222222, 0.22222222222222232, 0.08333333333333331, 0.1111111111111111, 0.2222222222222222]",664,"[0.22222221606837617, 0.2222222619337603, 0.22222221606837617, 0.22222221606837617, 0.22222221606837617]","[0.22222221606837617, 0.22222221606837617, 0.08333333794871788, 0.11111110803418808, 0.22222221606837617]","[0.22222221606837617, 0.22222221606837617, 0.11111113572649527, 0.11111110803418808, 0.22222221606837617]","[0.22222222222222232, 0.22222222722222226, 0.22222223222222137, 0.2222222222222222, 0.2222222222222222]","[0.2222222222222222, 0.22222222222222232, 0.11111110611111111, 0.1111111111111111, 0.2222222222222222]","[0.22222222222222232, 0.22222222722222226, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]","[0.22222221606837617, 0.2222222619337603, 0.22222221606837617, 0.22222221606837617, 0.22222221606837617]","[0.22222221606837617, 0.22222221606837617, 0.11111113572649527, 0.11111110803418808, 0.22222221606837617]","[0.22222222222222232, 0.24999999999999994, 0.22222223222222137, 0.2222222222222222, 0.2222222222222222]"
E,r,E,665,r,E,E,r,E,r,r,E,r
"[0.22222220222222006, 0.2222222222222222, 0.22222220222222006, 0.11111113111111331, 0.22222219222221895]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.18518519018518503, 0.22222222222222224]","[0.18518519018518545, 0.2222222222222222, 0.22222220722222136, 0.1111111111111111, 0.18518519018518545]",666,"[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.18518519018518503, 0.22222222222222224]","[0.18518519018518503, 0.22222222222222224, 0.22222220722222258, 0.11111111111111112, 0.18518519018518503]","[0.22222222222222224, 0.22222222222222224, 0.11111111861111109, 0.11111111111111112, 0.2222221997222224]","[0.2222222222222222, 0.2222222222222222, 0.22222220222222006, 0.11111117611111743, 0.2222222222222222]","[0.22222220222222006, 0.2222222222222222, 0.11111112111111221, 0.1111111111111111, 0.22222219222221895]","[0.2222222222222222, 0.22222224222222442, 0.22222220222222006, 0.22222219222221895, 0.2222222222222222]","[0.22222222222222224, 0.22222223722222217, 0.22222222222222224, 0.2222221997222224, 0.22222222222222224]","[0.22222222222222224, 0.22222222222222224, 0.22222220722222258, 0.18518515268518557, 0.2222221997222224]","[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.18518519018518545, 0.2222222222222222]"
E,r,E,667,r,E,E,r,E,r,r,E,r
E,r,E,668,r,E,E,r,E,r,r,E,r
E,r,E,669,r,E,E,r,E,r,r,E,r
E,r,E,670,r,E,E,r,E,r,r,E,r
E,r,E,671,r,E,E,r,E,r,r,E,r
"[0.2222222222222222, 0.22222221472222217, 0.2222222147222215, 0.1111111111111111, 0.22222221472222217]","[0.22222222472222222, 0.22222222472222222, 0.22222222472222222, 0.22222221722222218, 0.22222222472222222]","[0.2222222222222222, 0.22222221472222217, 0.11111111361111115, 0.1111111111111111, 0.22222221472222217]",672,"[0.22222222472222222, 0.22222222472222222, 0.22222222472222222, 0.22222221722222218, 0.22222222472222222]","[0.22222222472222222, 0.22222221722222218, 0.11111111236111111, 0.11111111236111111, 0.22222221722222218]","[0.2222222172222222, 0.1111111086111111, 0.22222221347222212, 0.11111111236111111, 0.22222222472222222]","[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.11111113361111202, 0.2222222222222222]","[0.2222222222222222, 0.11111111361111115, 0.2222222147222215, 0.1111111111111111, 0.22222221472222217]","[0.2222222272222223, 0.2222222222222222, 0.2222222222222222, 0.22222221472222217, 0.2222222222222222]","[0.2222222172222222, 0.22222222472222222, 0.22222222472222222, 0.22222222472222222, 0.22222222472222222]","[0.22222222472222222, 0.22222221722222218, 0.22222221347222212, 0.22222219097222243, 0.22222221722222218]","[0.2222222222222222, 0.2222222272222223, 0.2222222222222222, 0.22222221472222217, 0.2222222222222222]"
