Trial,entani論文のPerfectIncorporation_wᴸ,entani論文のPerfectIncorporation_wᵁ,entani論文のPerfectIncorporation_wᴸ_1,entani論文のPerfectIncorporation_wᵁ_1,entani論文のPerfectIncorporation_wᴸ_2,entani論文のPerfectIncorporation_wᵁ_2,entani論文のPerfectIncorporation_wᴸ_3,entani論文のPerfectIncorporation_wᵁ_3,entani論文のCommonGround_wᴸ,entani論文のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,entani論文のCommonGround_wᴸ_2,entani論文のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_3,entani論文のCommonGround_wᵁ_3,entani論文のPartialIncorporation_wᴸ,entani論文のPartialIncorporation_wᵁ,entani論文のPartialIncorporation_wᴸ_1,entani論文のPartialIncorporation_wᵁ_1,entani論文のPartialIncorporation_wᴸ_2,entani論文のPartialIncorporation_wᵁ_2,entani論文のPartialIncorporation_wᴸ_3,entani論文のPartialIncorporation_wᵁ_3,entani論文のPartialIncorporation_Ŵ
751,"[0.25000039999996554, 0.25641032307692685, 0.052083283333337685, 0.12500019999998274, 0.06249994000000499]","[0.3124997000000247, 0.31249970000002614, 0.15384612884615204, 0.2781456701010811, 0.13907283505054047]","[0.25000039999996554, 0.31249970000002536, 0.052083283333337685, 0.12500019999998274, 0.06249994000000499]","[0.3124997000000247, 0.31249970000002614, 0.12500019999998274, 0.25000039999996554, 0.12500019999998277]","[0.2781456701010807, 0.27814567010108093, 0.07284768685604714, 0.1456953737120954, 0.0927152233670269]","[0.2781456701010807, 0.291390747424188, 0.14569537371209532, 0.27814567010108227, 0.13907283505054047]","[0.2564102364102554, 0.25641032307692685, 0.10256408589743488, 0.15384612884615206, 0.1282051182051277]","[0.2564103230769265, 0.30769225769230585, 0.15384612884615206, 0.2564102364102549, 0.12820516153846334]",E,r,E,r,E,r,E,r,"[0.256410323076927, 0.29139058847682114, 0.10256408589743492, 0.20512821512820564, 0.12277148013329986]","[0.2781456303642384, 0.31249970000002564, 0.10256408589743492, 0.20512821512820564, 0.12820511820512762]","[0.2187499500000043, 0.31249970000002564, 0.05208328333333761, 0.12500019999998294, 0.062499940000005125]","[0.31249970000002564, 0.31249970000002564, 0.12500019999998294, 0.2187499500000043, 0.12500019999998294]","[0.2781456303642384, 0.2781458820309052, 0.07284764711920529, 0.14569529423841057, 0.0927152101214128]","[0.2781458820309052, 0.29139058847682114, 0.14569529423841057, 0.2781456303642384, 0.1390729410154526]","[0.25641023641025523, 0.256410323076927, 0.10256408589743492, 0.15384612884615237, 0.12820511820512762]","[0.256410323076927, 0.30769225769230474, 0.15384612884615237, 0.25641023641025523, 0.1282051615384635]","[[0.25703651884103396, 0.31249970000002564, 0.10256408589743492, 0.20512821512820564, 0.12277148013329986], [0.2781456303642384, 0.29139058847682114, 0.10256408589743492, 0.20512821512820564, 0.12277148013329986], [0.256410323076927, 0.30769225769230474, 0.10256408589743492, 0.20512821512820564, 0.12820511820512762]]"
752,"[0.18181817272727235, 0.3030303212121212, 0.1515151606060607, 0.060606064242424346, 0.07692307585164859]","[0.30769230340659365, 0.307692303406594, 0.15384615170329682, 0.21538461306318632, 0.18181817272727235]","[0.21538461306318696, 0.30769230340659376, 0.15384615170329682, 0.15384615170329657, 0.07692307585164851]","[0.30769230340659365, 0.307692303406594, 0.15384615170329682, 0.21538461306318632, 0.1076923187637362]","[0.18181817272727235, 0.3030303212121216, 0.15151516060606068, 0.060606064242424346, 0.09090908636363643]","[0.3030303212121214, 0.30303032121212187, 0.15151516060606068, 0.18181817272727285, 0.18181817272727235]","[0.19230768962912098, 0.30769230340659365, 0.1538461517032967, 0.0769230758516482, 0.1025641011355316]","[0.30769230340659365, 0.307692303406594, 0.15384615170329682, 0.1923076896291211, 0.15384616563186726]",E,r,E,r,E,r,E,r,"[0.2820514400512839, 0.30303032121212214, 0.15151516060606104, 0.15384605384615385, 0.10256413456410353]","[0.28904432977155936, 0.30769224769230585, 0.15384612384615293, 0.15384605384615385, 0.10256413456410353]","[0.21538473538461536, 0.3076921076923077, 0.15384605384615385, 0.15384605384615385, 0.07692302692307693]","[0.3076921076923077, 0.3076921076923077, 0.15384605384615385, 0.21538473538461536, 0.10769236769230768]","[0.18181817272727227, 0.3030303212121221, 0.15151516060606104, 0.06060606424242443, 0.09090908636363614]","[0.30303032121212214, 0.30303032121212214, 0.15151516060606104, 0.18181817272727227, 0.18181817272727227]","[0.19230767430769174, 0.30769224769230585, 0.15384612384615293, 0.07692310092307765, 0.10256413456410353]","[0.30769224769230585, 0.3076924036923106, 0.15384612384615293, 0.19230767430769174, 0.15384612384615293]","[[0.28205165005128113, 0.3076921076923077, 0.15384605384615385, 0.15384605384615385, 0.10256413456410353], [0.28904432977155936, 0.30303032121212214, 0.15151516060606104, 0.15384605384615385, 0.10256413456410353], [0.2820514400512839, 0.30769224769230585, 0.15384612384615293, 0.15384605384615385, 0.10256413456410353]]"
753,"[0.17948717629877392, 0.2600001283333428, 0.051282053600891914, 0.08571428109889893, 0.05714288098901338]","[0.34285712439560506, 0.359999869999987, 0.17948717629877392, 0.2599999616666643, 0.15384614949832864]","[0.2142857027472544, 0.34285712439559574, 0.11428570813186524, 0.08571428109889893, 0.05714288098901338]","[0.34285712439560506, 0.34285712439559574, 0.11428576197802676, 0.21428570274725495, 0.11428570813186835]","[0.2599999616666647, 0.2600001283333421, 0.08999996749999799, 0.11999995666666415, 0.12999998083333103]","[0.2600001283333436, 0.359999869999987, 0.12999998083333186, 0.2599999616666645, 0.1300000641666733]","[0.17948717629877392, 0.3076922989966536, 0.05128205360089205, 0.1538461494983286, 0.08974358814938696]","[0.3076922989966536, 0.3076923216053517, 0.17948717629877392, 0.17948717629877392, 0.15384614949832864]",E,r,E,r,E,r,E,r,"[0.2600001283333399, 0.30769232483516384, 0.11428570813186816, 0.17948717091575142, 0.10336986822343613]","[0.26853481528388434, 0.34285712439560445, 0.11428570813186816, 0.17948717091575142, 0.12999998083333233]","[0.21428570274725278, 0.34285712439560445, 0.11428570813186816, 0.08571428109890111, 0.05714288098901091]","[0.34285712439560445, 0.34285712439560445, 0.11428576197802182, 0.21428570274725278, 0.11428570813186816]","[0.25999996166666467, 0.2600001283333399, 0.08999996749999836, 0.11999995666666448, 0.12999998083333233]","[0.2600001283333399, 0.35999986999999345, 0.12999998083333233, 0.25999996166666467, 0.13000006416666995]","[0.17948717091575142, 0.3076922876923089, 0.051282054139193976, 0.15384616241758192, 0.08974358545787571]","[0.3076922876923089, 0.30769232483516384, 0.17948717091575142, 0.17948717091575142, 0.15384616241758192]","[[0.2600001283333399, 0.34285712439560445, 0.11428570813186816, 0.17948717091575142, 0.10336986822343613], [0.2600001283333399, 0.31622701178570817, 0.11428570813186816, 0.17948717091575142, 0.12999998083333233], [0.26853481528388434, 0.30769232483516384, 0.11428570813186816, 0.17948717091575142, 0.12999998083333233]]"
754,"[0.18181817941817588, 0.25000040000001905, 0.09374990999999783, 0.09999999555555554, 0.07500001888890472]","[0.29999998666666683, 0.3749996399999821, 0.18181817941818437, 0.24999975999998567, 0.14999999333333336]","[0.1999999911111109, 0.2999999866666666, 0.14999999333333341, 0.09999999555555554, 0.07500001888890472]","[0.29999998666666683, 0.2999999866666666, 0.15000003777777787, 0.19999999111111103, 0.14999999333333305]","[0.18181817941818385, 0.27272726912726925, 0.18181817941818437, 0.1212121196121214, 0.09090908970908589]","[0.27272726912727646, 0.3636363588363642, 0.18181817941818437, 0.18181819261818188, 0.09090908970908589]","[0.24999975999998567, 0.25000040000001905, 0.09374991000000227, 0.1249998799999939, 0.08333325333333058]","[0.2500004000000205, 0.3749996399999821, 0.12499987999999393, 0.24999975999998567, 0.12500020000000953]",E,r,E,r,E,r,E,r,"[0.2500002399999927, 0.2954543154545519, 0.12500011999999636, 0.18181818181818182, 0.09090909090909091]","[0.2500002399999927, 0.29999998666666655, 0.18181817181818255, 0.22499990888889265, 0.09999974444445164]","[0.19999999111111105, 0.29999998666666655, 0.14999999333333328, 0.09999999555555551, 0.07500001888888908]","[0.29999998666666655, 0.29999998666666655, 0.15000003777777815, 0.19999999111111105, 0.14999999333333328]","[0.18181818181818182, 0.27272727272727265, 0.18181817181818255, 0.12121212121212122, 0.09090909090909091]","[0.27272727272727265, 0.36363636363636365, 0.18181818181818182, 0.18181818181818182, 0.09090909090909091]","[0.2500002399999927, 0.2500002399999927, 0.09374991000000274, 0.12499988000000366, 0.0833334133333309]","[0.2500002399999927, 0.37499964000001096, 0.12500011999999636, 0.2500002399999927, 0.12500011999999636]","[[0.2500002399999927, 0.29999998666666655, 0.15000003777777815, 0.19999999111111105, 0.09999974444445164], [0.2500002399999927, 0.2954543154545519, 0.18181817181818255, 0.18181818181818182, 0.09090909090909091], [0.2500002399999927, 0.29999998666666655, 0.12500011999999636, 0.22499990888889265, 0.09999974444445164]]"
755,"[0.1999998000000088, 0.299999998333333, 0.06315792045112802, 0.10000000500000017, 0.05263160037594064]","[0.3157893308270799, 0.31578960225564, 0.1999998000000088, 0.2105262657894696, 0.157894665413539]","[0.199999993333335, 0.299999998333333, 0.1499999991666665, 0.10000000500000017, 0.1499999991666665]","[0.299999998333333, 0.3000000150000005, 0.1499999991666665, 0.1999999933333349, 0.1499999991666665]","[0.2105262657894696, 0.31578933082707716, 0.063157920451128, 0.1052632007518705, 0.05263160037594064]","[0.3157893308270799, 0.31578960225564, 0.10526320075187053, 0.2105262657894696, 0.157894665413539]","[0.1999998000000088, 0.2999999983333376, 0.10000014999999668, 0.10000014999999268, 0.06000008999999833]","[0.2999999983333376, 0.30000044999999165, 0.1999998000000088, 0.19999980000000367, 0.10000014999999235]",E,r,E,r,E,r,E,r,"[0.24999960000001947, 0.30000000000000004, 0.10526320075187638, 0.15000040999998016, 0.10000014999999268]","[0.24999960000001947, 0.31578933082707883, 0.15000000000000002, 0.19999980000000975, 0.1499999900000003]","[0.19999999999999996, 0.30000000000000004, 0.15000000000000002, 0.10000000000000002, 0.1499999900000003]","[0.30000000000000004, 0.30000000000000004, 0.15000000000000002, 0.19999999999999996, 0.15000000000000002]","[0.21052626578947745, 0.31578933082707883, 0.06315792045112582, 0.10526320075187638, 0.05263160037593819]","[0.31578933082707883, 0.31578960225562913, 0.10526320075187638, 0.21052626578947745, 0.15789466541353941]","[0.19999980000000975, 0.2999994500000269, 0.10000014999999268, 0.10000014999999268, 0.06000008999999561]","[0.2999994500000269, 0.30000044999997805, 0.19999980000000975, 0.19999980000000975, 0.10000014999999268]","[[0.24999960000001947, 0.30000000000000004, 0.15000000000000002, 0.15000040999998016, 0.1499999900000003], [0.24999960000001947, 0.31578933082707883, 0.10526320075187638, 0.19999980000000975, 0.12894806842101553], [0.24999960000001947, 0.30000044999997805, 0.15000000000000002, 0.19999980000000975, 0.10000014999999268]]"
756,"[0.1666666366666602, 0.2500002000000122, 0.11111115111111697, 0.10526316339474107, 0.06249996999999874]","[0.3157894616842055, 0.3749998199999878, 0.1666666366666602, 0.24999955999993664, 0.1666666366666674]","[0.1666666366666602, 0.2500002000000122, 0.11111115111111697, 0.1666666366666602, 0.11111115111111691]","[0.2500002000000122, 0.3333334533333509, 0.1666666366666602, 0.1666666366666602, 0.16666663666666845]","[0.21052631253946597, 0.3157894616842155, 0.1578947308421048, 0.10526316339474107, 0.07894736542105471]","[0.3157894616842055, 0.31578949018421354, 0.15789473084210942, 0.21052631253946816, 0.10526315389474283]","[0.24999955999993945, 0.25000020000002976, 0.12499993999998908, 0.12499993999999938, 0.06249996999999874]","[0.25000020000002976, 0.37499981999996695, 0.12499993999998908, 0.24999955999993664, 0.12500010000001488]",E,r,E,r,E,r,E,r,"[0.24999998499999881, 0.31578948701754384, 0.12500004750000035, 0.166666696666669, 0.10526315630743525]","[0.24999998499999881, 0.31578948701754384, 0.15789473144527988, 0.19809938937134747, 0.11111109111110956]","[0.166666696666669, 0.24999998499999881, 0.11111109111110956, 0.16666663666666434, 0.11111109111110956]","[0.24999998499999881, 0.3333332733333287, 0.166666696666669, 0.166666696666669, 0.16666663666666434]","[0.2105263126148705, 0.31578946289055976, 0.15789473144527988, 0.10526316233918127, 0.07894736572263994]","[0.31578946289055976, 0.31578948701754384, 0.15789473144527988, 0.2105263126148705, 0.10526315630743525]","[0.24999998499999881, 0.24999998499999881, 0.12499999375000036, 0.12499999375000036, 0.06250002375000017]","[0.24999998499999881, 0.37499998125000106, 0.12500004750000035, 0.24999999000000267, 0.12499999249999941]","[[0.24999998499999881, 0.31578948701754384, 0.1564327402046789, 0.166666696666669, 0.11111109111110956], [0.24999998499999881, 0.31578948701754384, 0.15789473144527988, 0.17105264022974226, 0.10526315630743525], [0.24999998499999881, 0.31578948701754384, 0.12500004750000035, 0.19809938937134747, 0.11111109111110956]]"
757,"[0.1666666733333325, 0.2857142857142841, 0.07272726615193048, 0.060606055126608736, 0.05303034344126291]","[0.363636330759649, 0.3636363307596524, 0.1666666733333325, 0.228571408571424, 0.16666663333333737]","[0.1666666733333325, 0.2857142857142841, 0.16666663333333737, 0.16666667333333246, 0.08333333666666594]","[0.2857142857142841, 0.3333333466666653, 0.1666666733333325, 0.16666667333333246, 0.16666663333333737]","[0.2285714085714236, 0.2857142857142832, 0.14285714285714035, 0.14285714285714735, 0.11428570428570979]","[0.2857142857142854, 0.2857142857142832, 0.14285714285714224, 0.22857140857142413, 0.14285714285714185]","[0.2121211929431293, 0.3636363307596496, 0.07272726615193048, 0.060606055126608736, 0.05303034344126291]","[0.3636363307596496, 0.3636363307596524, 0.10606068688252468, 0.2121211929431293, 0.10606059647156466]",E,r,E,r,E,r,E,r,"[0.2857142634920636, 0.2857143023809523, 0.10606068688252542, 0.16666667333333318, 0.0779220455324272]","[0.2857142634920636, 0.3636363307596507, 0.1666666333333341, 0.1714285619841271, 0.11428572095238092]","[0.16666667333333318, 0.2857142634920636, 0.1666666333333341, 0.16666667333333318, 0.08333333666666659]","[0.2857142634920636, 0.33333334666666636, 0.16666667333333318, 0.16666667333333318, 0.1666666333333341]","[0.22857144190476184, 0.2857142634920636, 0.1428571317460318, 0.14285715119047615, 0.11428572095238092]","[0.2857142634920636, 0.2857143023809523, 0.14285715119047615, 0.22857144190476184, 0.1428571317460318]","[0.21212119294312956, 0.3636363307596507, 0.07272726615193013, 0.060606055126608445, 0.05303034344126271]","[0.3636363307596507, 0.3636363307596507, 0.10606068688252542, 0.21212119294312956, 0.10606059647156478]","[[0.2857142634920636, 0.2976190931746026, 0.1666666333333341, 0.16666667333333318, 0.08333333666666659], [0.2857142634920636, 0.2857143023809523, 0.14285715119047615, 0.1714285619841271, 0.11428572095238092], [0.2857142634920636, 0.3636363307596507, 0.10606068688252542, 0.16666667333333318, 0.0779220455324272]]"
758,"[0.1818181618181829, 0.25000006333333336, 0.07575759797979618, 0.06060607838383743, 0.09090908090909144]","[0.3030302452525282, 0.3749999349999998, 0.1818181618181829, 0.24999998333333373, 0.15151512262626435]","[0.19999999699999976, 0.29999998799999905, 0.09999999599999974, 0.100000006, 0.14999999399999953]","[0.2999999879999992, 0.300000018, 0.149999994000001, 0.19999999699999976, 0.14999999399999953]","[0.1818181618181829, 0.30303024525252903, 0.07575759797979625, 0.0606060783838374, 0.09090908090909144]","[0.30303024525252836, 0.303030391919187, 0.1818181618181829, 0.1818181618181829, 0.15151512262626435]","[0.24999998333333368, 0.25000006333333336, 0.12499997833333432, 0.12499997833333373, 0.12499999166666631]","[0.25000006333333336, 0.3749999349999998, 0.12499999166666712, 0.24999998333333368, 0.12500003166666596]",E,r,E,r,E,r,E,r,"[0.2500000633333315, 0.30000001199999965, 0.12499997833333398, 0.17499998033333375, 0.12500003166666576]","[0.2500000633333315, 0.303030245252529, 0.12499997833333398, 0.1969696814141398, 0.14999996600000104]","[0.20000000799999976, 0.30000001199999965, 0.10000000399999988, 0.10000000399999988, 0.14999996600000104]","[0.30000001199999965, 0.30000001199999965, 0.14999996600000104, 0.20000000799999976, 0.15000000599999982]","[0.18181816181818317, 0.303030245252529, 0.07575759797979649, 0.06060607838383719, 0.09090908090909158]","[0.303030245252529, 0.30303039191918596, 0.18181816181818317, 0.18181816181818317, 0.1515151226262645]","[0.24999998333333381, 0.2500000633333315, 0.12499997833333398, 0.12499997833333398, 0.12499999166666691]","[0.2500000633333315, 0.37499993500000195, 0.12499999166666691, 0.24999998333333381, 0.12500003166666576]","[[0.2500000633333315, 0.30000001199999965, 0.12499997833333398, 0.17499998033333375, 0.14999996600000104], [0.2500000633333315, 0.303030245252529, 0.12499997833333398, 0.17499998033333375, 0.14696973274747183], [0.2500000633333315, 0.303030245252529, 0.12499997833333398, 0.1969696814141398, 0.12500003166666576]]"
759,"[0.21052655578949436, 0.24000005333333485, 0.07894745842106046, 0.10526327789474728, 0.05263163894737364]","[0.31578907368417575, 0.3199999599999989, 0.15999997999999943, 0.23999988666666344, 0.15789453684208787]","[0.23999988666666344, 0.24000005333333485, 0.10666665333333296, 0.15999997999999943, 0.07999998999999972]","[0.24000005333333485, 0.31999995999999886, 0.15999997999999943, 0.23999988666666344, 0.12000002666666743]","[0.21052655578949436, 0.31578907368417575, 0.07894745842106046, 0.10526327789474728, 0.05263163894737364]","[0.31578907368417575, 0.31578983368424185, 0.10526327789474728, 0.21052655578949436, 0.15789453684208787]","[0.22222204222222608, 0.2962957862963078, 0.0987655320987632, 0.14814829814814479, 0.0987655320987632]","[0.2962957862963078, 0.29629659629628957, 0.14814829814814479, 0.22222204222222608, 0.11111102111111304]",E,r,E,r,E,r,E,r,"[0.24000005333333485, 0.296296596296287, 0.105263277894747, 0.210526555789494, 0.1111110211111139]","[0.25731007152046836, 0.31578907368417675, 0.11306026884990289, 0.2222220422222278, 0.1111110211111139]","[0.23999988666666344, 0.24000005333333485, 0.10666665333333296, 0.15999997999999943, 0.07999998999999972]","[0.24000005333333485, 0.31999995999999886, 0.15999997999999943, 0.23999988666666344, 0.12000002666666743]","[0.210526555789494, 0.31578907368417675, 0.07894745842106025, 0.105263277894747, 0.0526316389473735]","[0.31578907368417675, 0.315789833684241, 0.105263277894747, 0.210526555789494, 0.15789453684208837]","[0.2222220422222278, 0.29629578629631204, 0.09876553209876233, 0.1481482981481435, 0.09876553209876233]","[0.29629578629631204, 0.296296596296287, 0.1481482981481435, 0.2222220422222278, 0.1111110211111139]","[[0.24000005333333485, 0.31578907368417675, 0.11306026884990289, 0.22003958302147156, 0.1111110211111139], [0.25731007152046836, 0.31578907368417675, 0.105263277894747, 0.210526555789494, 0.1111110211111139], [0.25731007152046836, 0.296296596296287, 0.11306026884990289, 0.2222220422222278, 0.1111110211111139]]"
760,"[0.1739130542474926, 0.2608695990635453, 0.1578947268421083, 0.04545453545454555, 0.07894739508771839]","[0.31818174818181943, 0.3478260377257517, 0.17424245924242374, 0.1842105146491246, 0.1590908740909097]","[0.17424245924242374, 0.3181817481818189, 0.15909087409090944, 0.04545453545454555, 0.15909087409090944]","[0.31818174818181943, 0.3181817481818189, 0.17424245924242374, 0.17424245924242399, 0.15909087409090944]","[0.17391305424749262, 0.2608695990635453, 0.17391301886287347, 0.08695650943143995, 0.08695652712374498]","[0.2608695990635451, 0.3478260377257517, 0.17391305424749262, 0.17391305424749262, 0.1304347995317706]","[0.18421051464912452, 0.3157894536842084, 0.15789472684210926, 0.05263157561403487, 0.07894739508771839]","[0.3157894536842144, 0.31578945368420924, 0.15789479017543712, 0.1842105146491246, 0.1578947268421042]",E,r,E,r,E,r,E,r,"[0.2608695990635458, 0.31578945368421263, 0.15789479017543284, 0.10276690457280824, 0.1304347995317729]","[0.2608695990635458, 0.318181748181823, 0.17391301886287583, 0.11660083435998253, 0.1590908740909115]","[0.17424245924242185, 0.318181748181823, 0.1590908740909115, 0.04545453545454614, 0.1590908740909115]","[0.318181748181823, 0.318181748181823, 0.17424245924242185, 0.17424245924242185, 0.1590908740909115]","[0.17391305424749182, 0.2608695990635458, 0.17391301886287583, 0.08695650943143791, 0.08695652712374591]","[0.2608695990635458, 0.34782603772575166, 0.17391305424749182, 0.17391305424749182, 0.1304347995317729]","[0.18421051464912414, 0.31578945368421263, 0.15789472684210631, 0.05263157561403544, 0.07894739508771642]","[0.31578945368421263, 0.31578945368421263, 0.15789479017543284, 0.18421051464912414, 0.15789472684210631]","[[0.2608695990635458, 0.318181748181823, 0.1590908740909115, 0.10276690457280824, 0.1590908740909115], [0.2608695990635458, 0.318181748181823, 0.17391301886287583, 0.11660083435998253, 0.1304347995317729], [0.2608695990635458, 0.31578945368421263, 0.15789479017543284, 0.11660083435998253, 0.14884532271682616]]"
