Trial,entani論文のCommonGround_wᴸ,解の非唯一性考慮のCommonGround_wᴸ,entani論文のCommonGround_wᵁ,解の非唯一性考慮のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,解の非唯一性考慮のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᵁ_1,entani論文のCommonGround_wᴸ_2,解の非唯一性考慮のCommonGround_wᴸ_2,entani論文のCommonGround_wᵁ_2,解の非唯一性考慮のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_3,解の非唯一性考慮のCommonGround_wᴸ_3,entani論文のCommonGround_wᵁ_3,解の非唯一性考慮のCommonGround_wᵁ_3
909,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
910,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
911,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
912,"[0.2222222222222222, 0.2222221962222226, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.2222222188888889, 0.22222218754629602, 0.2222222188888889, 0.2222222188888889, 0.11111110944444445]","[0.22222224222222284, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.1111111171111101]","[0.22222224888888883, 0.2222222188888889, 0.2222222188888889, 0.2222222188888889, 0.11111111078703746]","[0.2222222222222222, 0.07407408132407513, 0.2222222222222222, 0.18518516768518362, 0.07407406707407345]","[0.2222222188888889, 0.07407408296296294, 0.2222222188888889, 0.18518525228173555, 0.07407410091269422]","[0.2222222439722254, 0.2222222222222222, 0.37037033537036723, 0.2222222222222222, 0.1111111171111101]","[0.22222224888888883, 0.2222222188888889, 0.3703705045634711, 0.2222222188888889, 0.11111111078703746]","[0.22222219222222128, 0.11111112111111142, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.2222222188888889, 0.11111112444444442, 0.2222222188888889, 0.2222222188888889, 0.11111110944444445]","[0.22222224222222284, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.22222219222222128]","[0.22222224888888883, 0.2222222188888889, 0.2222222188888889, 0.2222222188888889, 0.2222222188888889]","[0.2222222222222222, 0.11111112111111142, 0.2222222222222222, 0.16666664866666667, 0.11111109911111111]","[0.2222222188888889, 0.11111112444444442, 0.2222222188888889, 0.16666666416666667, 0.11111110944444445]","[0.22222224222222284, 0.2222222222222222, 0.33333329733333333, 0.2222222222222222, 0.1111111171111101]","[0.22222224888888883, 0.2222222188888889, 0.33333332833333335, 0.2222222188888889, 0.11111111078703746]"
913,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
914,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
915,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
916,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
917,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
918,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
919,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
920,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
921,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
922,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
923,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
924,"[0.2608695480745339, 0.16220729357381636, 0.23076922505494493, 0.23076922505494493, 0.08695651602484462]",E,"[0.26086959736024895, 0.19063548579073164, 0.23076924362637388, 0.23076924362637388, 0.11538462181318694]",r,"[0.23076924362637388, 0.08461537818681307, 0.23076921648351628, 0.23076921648351628, 0.0769230812087913]",E,"[0.3384615127472523, 0.23076921648351628, 0.23076924362637388, 0.23076924362637388, 0.11538462181318694]",r,"[0.23076924362637388, 0.14102563031135512, 0.23076922505494493, 0.23076922505494493, 0.0769230812087913]",E,"[0.28205126062271024, 0.23076922505494493, 0.23076924362637388, 0.23076924362637388, 0.11538462181318694]",r,"[0.2608695480745339, 0.08695653245341632, 0.21739130649068328, 0.13043477403726694, 0.08695651602484462]",E,"[0.26086959736024895, 0.21739130649068328, 0.2608695480745339, 0.2608695480745339, 0.13043477403726694]",r
925,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
926,E,"[0.2400000449999986, 0.1299999775000007, 0.24000004499999864, 0.23999998250000057, 0.07999993166667257]",r,"[0.2400000449999986, 0.1700001308333254, 0.24000004499999864, 0.2400000449999986, 0.1200000224999993]",E,"[0.2400000449999986, 0.06666664791666725, 0.23333330791666754, 0.23333330791666754, 0.06000001124999965]",r,"[0.33333323958333627, 0.23333330791666754, 0.2400000449999986, 0.2400000449999986, 0.1200000224999993]",E,"[0.2400000449999986, 0.1200000224999993, 0.24000004499999864, 0.15999986333334515, 0.07999993166667257]",r,"[0.2400000449999986, 0.24000004499999864, 0.3199997266666903, 0.2400000449999986, 0.1200000224999993]",E,"[0.2400000449999986, 0.1299999775000007, 0.23999998250000057, 0.23999998250000057, 0.04000000749999977]",r,"[0.2599999550000014, 0.23999998250000057, 0.24000004499999864, 0.2400000449999986, 0.1299999775000007]"
927,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
928,"[0.23529412486928203, 0.13725489807189548, 0.23529411264705857, 0.23529411264705857, 0.05882352816176464]","[0.23529411508021425, 0.1372549161452762, 0.23529411508021425, 0.23529411508021425, 0.058823523315508004]","[0.27450979614379095, 0.23529412167483627, 0.23529412486928203, 0.2352941216748355, 0.11764706243464101]","[0.2745098322905524, 0.23529412053475926, 0.23529411508021425, 0.23529411508021425, 0.11764705754010713]","[0.23529412486928203, 0.06862745000816975, 0.23529411264705857, 0.23529411264705857, 0.05882352816176464]","[0.23529411508021425, 0.06862745204991075, 0.23529411508021425, 0.23529411508021425, 0.058823523315508004]","[0.3431372500408487, 0.23529412167483627, 0.23529412486928203, 0.23529411264705857, 0.11764706243464101]","[0.34313726024955377, 0.23529412053475926, 0.23529411508021425, 0.23529411508021425, 0.11764705754010713]","[0.23529412167483627, 0.13725489807189548, 0.23529411264705857, 0.23529412167483627, 0.05882352816176464]","[0.23529411508021425, 0.1372549161452762, 0.23529411508021425, 0.23529411508021425, 0.058823523315508004]","[0.27450979614379095, 0.23529412167483627, 0.23529412167483627, 0.23529412167483627, 0.11764706243464101]","[0.2745098322905524, 0.23529412053475926, 0.23529411508021425, 0.23529411508021425, 0.11764705754010713]","[0.23529412486928203, 0.13725489807189548, 0.23529411264705857, 0.23529411264705857, 0.05882352816176464]","[0.23529411508021425, 0.1372549161452762, 0.23529411508021425, 0.23529411508021425, 0.05882352877005356]","[0.27450979614379095, 0.23529411264705857, 0.23529412486928203, 0.2352941216748355, 0.11764706243464101]","[0.2745098322905524, 0.23529412053475926, 0.23529411508021425, 0.23529411508021425, 0.11764705754010713]"
929,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
930,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
931,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
932,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
933,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
934,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
935,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
936,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
937,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
938,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
939,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
940,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
941,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
942,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
943,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
944,E,"[0.24999999737083464, 0.12499999868541732, 0.24999997306528007, 0.20833332908071242, 0.1250000042526209]",r,"[0.24999999737083464, 0.1666667024155012, 0.2500000085052418, 0.2500000085052418, 0.1250000042526209]",E,"[0.24999999737083464, 0.12499999868541732, 0.24999997306528007, 0.12500000843708808, 0.08333333616841393]",r,"[0.24999999737083464, 0.24999997306528007, 0.25000001687417617, 0.2500000085052418, 0.1250000042526209]",E,"[0.24999999737083464, 0.08333333245694488, 0.24999997306528007, 0.14583332870717888, 0.048611109569059625]",r,"[0.24999999737083464, 0.24999997306528007, 0.29166665741435777, 0.2500000085052418, 0.1250000042526209]",E,"[0.24999999737083464, 0.12499999868541732, 0.20833332908071242, 0.20833332908071242, 0.1250000042526209]",r,"[0.24999999737083464, 0.20833332908071242, 0.2500000085052418, 0.2500000085052418, 0.1250000042526209]"
945,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
946,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
947,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
948,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
949,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
950,"[0.23076923076923078, 0.19230766230769125, 0.23076923076923078, 0.23076923076923078, 0.07692307692307693]","[0.23076922963715515, 0.1410256365287857, 0.23076922963715515, 0.23076922963715515, 0.0769230765457184]","[0.23076924576923125, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.11538463038461583]","[0.23076925060885306, 0.17948721045887767, 0.23076922963715515, 0.23076922963715515, 0.1153846311393326]","[0.23076923076923078, 0.10576922826923063, 0.2307692257692308, 0.2307692257692308, 0.07692307692307693]","[0.23076922963715515, 0.10576922739658928, 0.23076922963715515, 0.23076922963715515, 0.0769230765457184]","[0.3173076848076919, 0.23076923076923078, 0.2307692257692308, 0.23076923076923078, 0.11538463038461583]","[0.31730768218976785, 0.23076922963715515, 0.23076922963715515, 0.23076922963715515, 0.1153846311393326]","[0.23076923076923078, 0.14102563602564092, 0.23076923076923078, 0.23076923076923062, 0.07692307692307687]","[0.23076922963715515, 0.1410256365287857, 0.23076922963715515, 0.23076922963715515, 0.0769230765457184]","[0.28205127205128183, 0.23076923076923078, 0.23076923076923078, 0.23076923076923062, 0.11538463038461583]","[0.2820512730575714, 0.23076923127237545, 0.23076922963715515, 0.23076922963715515, 0.1153846311393326]","[0.23076921076923007, 0.07692308192307708, 0.23076923076923078, 0.23076923076923078, 0.07692307692307693]","[0.23076922859470267, 0.07692308353628435, 0.23076922963715515, 0.23076922963715515, 0.0769230765457184]","[0.23076924576923125, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.23076921076923007]","[0.23076925060885306, 0.23076922963715515, 0.23076922963715515, 0.23076922963715515, 0.23076922859470267]"
951,"[0.2500000066666668, 0.1250000033333334, 0.24999997666666696, 0.20833330666666622, 0.1250000033333334]","[0.2500000060000003, 0.12500000300000014, 0.24999997844791663, 0.20833333033333318, 0.12500000300000014]","[0.2500000066666668, 0.16666670666666666, 0.24999997999999968, 0.2500000066666668, 0.1250000033333334]","[0.2500000060000003, 0.16666670766666802, 0.2500000060000003, 0.2500000060000003, 0.12500000444791765]","[0.2500000066666668, 0.09374999583333327, 0.24999997666666696, 0.1250000033333334, 0.12499998833333348]","[0.2500000060000003, 0.09374997344791647, 0.24999997844791663, 0.12500004788020816, 0.12499998922395832]","[0.2812499874999998, 0.24999997666666696, 0.2500000066666668, 0.2500000066666668, 0.1250000033333334]","[0.2812499203437494, 0.24999997844791663, 0.2500000957604163, 0.2500000060000003, 0.12500000444791765]","[0.2500000066666668, 0.1250000033333334, 0.20833330666666622, 0.20833330666666622, 0.1250000033333334]","[0.2500000060000003, 0.12500000300000014, 0.20833333033333318, 0.20833333033333318, 0.12500000300000014]","[0.2500000066666668, 0.20833330666666622, 0.24999997999999968, 0.2500000066666668, 0.1250000033333334]","[0.2500000060000003, 0.20833333033333318, 0.2500000060000003, 0.2500000060000003, 0.12500000300000014]","[0.2500000066666668, 0.1250000033333334, 0.24999997666666696, 0.12500000444444426, 0.0416666677777778]","[0.2500000060000003, 0.12500000300000014, 0.24999997844791663, 0.12500000300000014, 0.04166666766666671]","[0.2500000066666668, 0.24999997666666696, 0.2500000088888885, 0.2500000066666668, 0.1250000033333334]","[0.2500000060000003, 0.24999997844791663, 0.2500000060000003, 0.2500000060000003, 0.12500000300000014]"
952,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
953,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
954,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
955,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
956,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
957,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
958,"[0.25000000200000005, 0.12499999299999995, 0.249999994, 0.125000001, 0.12500000100000003]","[0.24999999999999997, 0.12500000666666636, 0.24999999999999997, 0.12500000000000006, 0.12499999999999999]","[0.25000000200000005, 0.2500000020000002, 0.250000002, 0.25000000200000005, 0.12500000100000003]","[0.2500000133333327, 0.24999999999999997, 0.2500000000000001, 0.24999999999999997, 0.12500000666666636]","[0.25000000200000005, 0.12500000100000003, 0.249999994, 0.125000001, 0.12500000100000003]","[0.24999999999999997, 0.12500000666666636, 0.24999999999999997, 0.12500000000000006, 0.12499999999999999]","[0.25000000200000005, 0.2500000020000002, 0.250000002, 0.25000000200000005, 0.12500000100000003]","[0.2500000133333327, 0.24999999999999997, 0.2500000000000001, 0.24999999999999997, 0.12500000666666636]","[0.25000000200000005, 0.12499999299999995, 0.249999994, 0.12499999833333325, 0.06250000633333372]","[0.24999999999999997, 0.12500000666666636, 0.24999999999999997, 0.12499999943576338, 0.06249999999999999]","[0.25000000200000005, 0.2500000020000002, 0.2499999966666665, 0.25000000200000005, 0.12500000100000003]","[0.2500000133333327, 0.24999999999999997, 0.2500000000000001, 0.24999999999999997, 0.12500000666666636]","[0.25000000200000005, 0.12499999299999995, 0.249999994, 0.125000001, 0.12500000100000003]","[0.24999999999999997, 0.12500000666666636, 0.24999999999999997, 0.12500000000000006, 0.12499999999999999]","[0.25000000200000005, 0.249999994, 0.250000002, 0.25000000200000005, 0.12500000100000003]","[0.2500000133333327, 0.24999999999999997, 0.2500000000000001, 0.24999999999999997, 0.12500000666666636]"
959,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
960,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
961,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
962,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
963,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
964,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
965,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
966,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
967,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
968,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
969,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
970,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
971,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
972,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
973,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
974,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
975,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
976,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
977,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
978,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
979,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
980,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
981,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
982,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
983,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
984,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
985,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
986,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
987,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
988,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
989,"[0.22222223695906418, 0.22222215064327494, 0.22222221801169595, 0.22222221801169595, 0.11111110900584797]",E,"[0.2222222569590646, 0.22222222169590672, 0.22222223695906418, 0.22222223695906415, 0.11111111847953209]",r,"[0.22222223695906418, 0.1388888815204679, 0.22222221801169595, 0.22222221801169595, 0.11111110900584797]",E,"[0.2777777630409358, 0.22222222169590672, 0.22222223695906418, 0.22222223695906418, 0.1388888815204679]",r,"[0.22222223695906415, 0.07407408565302154, 0.22222222169590672, 0.18518515097465882, 0.07407406038986353]",E,"[0.2222222569590646, 0.22222222169590672, 0.37037030194931764, 0.22222223695906415, 0.11111111847953208]",r,"[0.22222223695906418, 0.11111110190058487, 0.22222221801169595, 0.22222221801169595, 0.11111110900584797]",E,"[0.3333333057017546, 0.22222221801169595, 0.22222223695906418, 0.22222223695906418, 0.11111111847953209]",r
990,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
991,E,"[0.23076924362637388, 0.14102563031135515, 0.23076924362637388, 0.23076922505494496, 0.11538462181318694]",r,"[0.23076928530906937, 0.14102569056547973, 0.23076924362637388, 0.23076924362637388, 0.11538462181318694]",E,"[0.23076924362637388, 0.08461537818681306, 0.23076921909619802, 0.23076921909619802, 0.0769230812087913]",r,"[0.3384615127472522, 0.23076921909619802, 0.23076924362637388, 0.23076924362637388, 0.11538462181318694]",E,"[0.23076924362637388, 0.11538464265453469, 0.23076924362637388, 0.11538462181318694, 0.11538462181318694]",r,"[0.23076928530906937, 0.23076924362637388, 0.23076924362637388, 0.23076924362637388, 0.23076924362637388]",E,"[0.23076924362637388, 0.14102563031135515, 0.23076922505494496, 0.23076922505494496, 0.0769230812087913]",r,"[0.2820512606227103, 0.23076922505494496, 0.23076924362637388, 0.23076924362637388, 0.11538462181318694]"
992,"[0.23809523809523808, 0.16666663066666665, 0.2380952280952377, 0.2380952280952377, 0.04761904761904767]","[0.23809523809523808, 0.13095237595238132, 0.23809523809523808, 0.23809523809523808, 0.047619047619047616]","[0.2380952740952385, 0.23809524809523835, 0.2380952280952377, 0.2380952280952377, 0.11904763904761934]","[0.23809526706075723, 0.2023809963464725, 0.23809523809523808, 0.23809523809523808, 0.11904763904761932]","[0.23809523809523808, 0.10119047119047604, 0.23809523809523808, 0.23809523809523808, 0.04761904761904767]","[0.23809523809523808, 0.10119047119047614, 0.23809523809523808, 0.23809523809523808, 0.04761904761904761]","[0.30357141357142814, 0.23809523809523808, 0.23809523809523836, 0.23809523809523808, 0.11904763904761934]","[0.3035714135714284, 0.23809523809523808, 0.23809523809523808, 0.23809523809523808, 0.11904763904761932]","[0.23809523809523808, 0.13095238095238093, 0.2380952280952377, 0.23809523809523808, 0.047619047619047616]","[0.23809523809523808, 0.13095237595238132, 0.2380952380952381, 0.23809523809523808, 0.047619047619047616]","[0.26190476190476186, 0.23809524809523835, 0.23809523809523808, 0.23809523809523808, 0.13095238095238093]","[0.26190475190476264, 0.2380952380952381, 0.2380952580952366, 0.2380952380952381, 0.13095237595238132]","[0.16666663266666693, 0.11904763704761925, 0.2380952280952377, 0.2380952280952377, 0.04761904561904754]","[0.20238094513957275, 0.11904763353037862, 0.23809523809523808, 0.23809523809523808, 0.04761904761904761]","[0.2380952740952385, 0.23809524809523835, 0.2380952280952377, 0.2380952280952377, 0.16666663266666693]","[0.23809526706075723, 0.23809523809523808, 0.23809523809523808, 0.23809523809523808, 0.20238094513957275]"
993,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
994,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
995,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
996,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
997,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
998,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
999,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
1000,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
