Trial,entani論文のCommonGround_wᴸ,解の非唯一性考慮のCommonGround_wᴸ,entani論文のCommonGround_wᵁ,解の非唯一性考慮のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,解の非唯一性考慮のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᵁ_1,entani論文のCommonGround_wᴸ_2,解の非唯一性考慮のCommonGround_wᴸ_2,entani論文のCommonGround_wᵁ_2,解の非唯一性考慮のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_3,解の非唯一性考慮のCommonGround_wᴸ_3,entani論文のCommonGround_wᵁ_3,解の非唯一性考慮のCommonGround_wᵁ_3
573,"[0.22222220722222258, 0.11111111611111105, 0.22222221222222216, 0.22222220722222258, 0.22222221222222216]","[0.22222222055555557, 0.22222218638888866, 0.22222222055555557, 0.22222222055555557, 0.222222212222222]","[0.2222222322222221, 0.11111115611111083, 0.2222222322222221, 0.22222220722222258, 0.22222221222222216]","[0.2222222355555554, 0.22222222472222225, 0.22222223555555587, 0.22222222055555557, 0.22222222055555557]","[0.22222220722222258, 0.11111111611111105, 0.22222221222222216, 0.22222220722222258, 0.11111111611111105]","[0.22222222055555557, 0.1111111177777777, 0.22222222055555557, 0.22222222055555557, 0.11111111777777793]","[0.2222222322222221, 0.22222221222222216, 0.2222222322222221, 0.22222220722222258, 0.22222221222222216]","[0.2222222355555554, 0.22222222055555557, 0.22222223555555587, 0.22222222055555557, 0.22222222055555557]","[0.2222222122222223, 0.08333333583333331, 0.2222222122222223, 0.11111111611111105, 0.2222222122222223]","[0.22222222055555557, 0.08333333083333326, 0.22222222472222225, 0.11111111777777793, 0.222222212222222]","[0.25000000749999995, 0.2222222122222223, 0.2222222322222221, 0.2222222122222223, 0.2222222122222223]","[0.24999999249999977, 0.22222222472222225, 0.22222223555555587, 0.22222222055555557, 0.22222222055555557]","[0.22222221222222216, 0.08333333583333341, 0.22222221222222216, 0.22222221222222216, 0.11111111611111105]","[0.22222222055555557, 0.08333333083333326, 0.22222221467320247, 0.22222221467320247, 0.11111111777777793]","[0.25000000750000023, 0.22222221222222216, 0.2222222322222221, 0.22222221222222216, 0.22222221222222216]","[0.24999999249999977, 0.22222221467320247, 0.22222223555555587, 0.22222222055555557, 0.22222222055555557]"
574,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
575,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
576,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
577,E,"[0.24999997000000151, 0.12500000499999975, 0.2500000099999995, 0.12500000499999975, 0.12500000499999975]",r,"[0.2500000099999995, 0.2500000099999995, 0.2500000099999995, 0.12500000499999975, 0.24999997000000151]",E,"[0.24999996371093863, 0.12500000499999975, 0.2500000099999995, 0.12500000499999975, 0.12499998185546932]",r,"[0.2500000099999995, 0.2500000099999995, 0.2500000099999995, 0.24999996371093863, 0.24999997000000151]",E,"[0.24999997000000151, 0.12500000499999975, 0.2500000099999995, 0.12500000499999975, 0.12500000499999975]",r,"[0.2500000099999995, 0.2500000099999995, 0.2500000099999995, 0.12500000499999975, 0.24999997000000151]",E,"[0.249999967583335, 0.0833333366666665, 0.2500000099999995, 0.12500000499999975, 0.1249999837916675]",r,"[0.2500000099999995, 0.2500000099999995, 0.2500000099999995, 0.249999967583335, 0.24999997000000151]"
578,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
579,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
580,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
581,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
582,"[0.22222221222222183, 0.111111118611112, 0.22222221222222183, 0.22222221222222183, 0.11111110611111091]","[0.22222221615305518, 0.11111113538777927, 0.22222221417156382, 0.22222221615305518, 0.11111110807652759]","[0.22222224472222252, 0.22222221222222183, 0.22222221222222183, 0.22222221222222183, 0.22222221222222183]","[0.22222226352361146, 0.22222221615305518, 0.22222221417156382, 0.22222221615305518, 0.22222221615305518]","[0.22222221222222183, 0.111111118611112, 0.22222221222222183, 0.22222221222222183, 0.11111110611111091]","[0.22222221615305518, 0.11111113538777927, 0.22222221417156382, 0.22222221615305518, 0.11111110807652759]","[0.22222224472222252, 0.22222221222222183, 0.22222221222222183, 0.22222221222222183, 0.22222221222222183]","[0.22222226352361146, 0.22222221615305518, 0.22222221417156382, 0.22222221615305518, 0.22222221615305518]","[0.22222220522222141, 0.111111118611112, 0.22222221222222183, 0.1111111116111116, 0.11111110261111071]","[0.22222221417156382, 0.11111113538777927, 0.22222221417156382, 0.11111110708578191, 0.11111110807652759]","[0.22222224772222196, 0.22222221222222183, 0.2222222232222232, 0.22222220522222141, 0.22222220522222141]","[0.22222226352361146, 0.22222221615305518, 0.22222221417156382, 0.22222221615305518, 0.22222221417156382]","[0.22222221222222183, 0.08333334083333364, 0.22222221222222183, 0.22222221222222183, 0.11111110611111091]","[0.22222221615305518, 0.08333333838058145, 0.22222221417156382, 0.22222221615305518, 0.11111110708578191]","[0.2500000225000009, 0.22222221222222183, 0.22222221222222183, 0.22222221222222183, 0.22222221222222183]","[0.2500000151417443, 0.22222221615305518, 0.22222221417156382, 0.22222221615305518, 0.22222221615305518]"
583,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
584,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
585,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
586,E,"[0.22222221888888877, 0.1944444452777778, 0.22222221888888877, 0.22222221888888877, 0.2222221758680558]",r,"[0.2222222488888888, 0.1944444582986108, 0.22222221888888877, 0.22222221888888877, 0.22222221888888877]",E,"[0.22222221888888877, 0.1111111244444444, 0.22222221513888898, 0.22222221513888898, 0.08333332927083335]",r,"[0.2222222488888888, 0.22222221513888898, 0.22222221888888877, 0.24999998781250007, 0.22222221888888877]",E,"[0.22222221888888877, 0.1944444452777778, 0.1944444452777778, 0.11111110944444438, 0.11111110944444438]",r,"[0.3888888905555556, 0.1944444582986108, 0.22222221888888877, 0.22222221888888877, 0.22222221888888877]",E,"[0.22222221888888877, 0.1111111244444444, 0.22222221888888877, 0.22222221888888877, 0.11111110944444438]",r,"[0.2222222488888888, 0.22222221888888877, 0.22222221888888877, 0.22222221888888877, 0.22222221888888877]"
587,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
588,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
589,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
590,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
591,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
592,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
593,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
594,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
595,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
596,"[0.2222222222222222, 0.1111111061111113, 0.22222221222222177, 0.2222222222222222, 0.1111111111111111]","[0.22222220618217753, 0.1111111243146709, 0.2222222277060929, 0.2222222277060929, 0.11111111385304645]","[0.22222222722222207, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]","[0.2222222486293418, 0.2222222277060929, 0.2222222277060929, 0.22222223561488103, 0.22222220618217753]","[0.2222222222222222, 0.1111111061111113, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.22222220618217753, 0.1111111243146709, 0.2222222277060929, 0.2222222277060929, 0.11111111385304645]","[0.22222222722222207, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]","[0.2222222486293418, 0.2222222277060929, 0.2222222277060929, 0.22222223561488103, 0.22222220618217753]","[0.2222222222222222, 0.06666666666666665, 0.22222221222222188, 0.2222222222222222, 0.11111111111111116]","[0.22222220618217753, 0.06666666609936972, 0.22222222665492536, 0.22222222665492536, 0.11111111385304645]","[0.2666666666666666, 0.2222222222222222, 0.22222222222222232, 0.2222222222222222, 0.2222222222222222]","[0.2666666643974789, 0.22222222665492536, 0.2222222277060929, 0.22222223561488103, 0.22222220618217753]","[0.2222222222222222, 0.08333333333333334, 0.22222221222222177, 0.2222222222222222, 0.1111111111111111]","[0.22222220618217753, 0.08333332526603626, 0.2222222277060929, 0.2222222277060929, 0.11111111780744051]","[0.25, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]","[0.24999997579810881, 0.2222222277060929, 0.2222222277060929, 0.22222223561488103, 0.22222223561488103]"
597,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
598,E,"[0.23809522785572523, 0.11904763543083956, 0.23809522785572523, 0.2380952260473352, 0.1190476139278626]",r,"[0.23809527086167911, 0.20238102165037047, 0.23809522785572523, 0.2380952278557252, 0.20238095533304995]",E,"[0.23809522785572523, 0.11904763543083956, 0.23809522785572523, 0.11904761392786262, 0.1190476139278626]",r,"[0.23809527086167911, 0.23809522785572523, 0.23809522785572523, 0.2380952278557252, 0.23809522785572523]",E,"[0.2380952278557252, 0.11904763543083956, 0.23809522785572523, 0.11904761392786262, 0.1190476139278626]",r,"[0.23809527086167911, 0.23809522785572523, 0.23809522785572523, 0.2380952278557252, 0.2380952278557252]",E,"[0.20238095533304995, 0.11904763543083956, 0.23809522785572523, 0.2380952260473352, 0.04761904557114505]",r,"[0.23809527086167911, 0.23809522785572523, 0.23809522785572523, 0.23809522785572523, 0.20238095533304995]"
599,E,"[0.23076922224213292, 0.11538462497760046, 0.2307692259167401, 0.23076922224213292, 0.11538461112106646]",r,"[0.23076924995520093, 0.21153850978447292, 0.23076923621175843, 0.23076922224213292, 0.21153846159445966]",E,"[0.21153846159445966, 0.11538462497760046, 0.2307692259167401, 0.23076921593722544, 0.07692307197907515]",r,"[0.23076924995520093, 0.2307692259167401, 0.23076923621175843, 0.23076921593722544, 0.21153846159445966]",E,"[0.23076922224213292, 0.11538462497760046, 0.23076922224213292, 0.11538461810587922, 0.11538461112106646]",r,"[0.23076924995520093, 0.23076922224213292, 0.23076923621175843, 0.23076922224213292, 0.23076922224213292]",E,"[0.23076922224213292, 0.0769230833184003, 0.23076922224213292, 0.11538461112106646, 0.11538461112106646]",r,"[0.23076924995520093, 0.2307692259167401, 0.23076922224213292, 0.23076922224213292, 0.23076922224213292]"
600,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
601,"[0.2222222212222218, 0.11111110711111116, 0.2222222232222222, 0.2222222232222222, 0.11111110711111113]","[0.22222221347222215, 0.11111112361111124, 0.22222222472222222, 0.22222222472222222, 0.11111111236111111]","[0.2222222212222218, 0.22222223322222232, 0.2222222252222227, 0.2222222232222222, 0.2222222232222222]","[0.22222224722222247, 0.22222222472222222, 0.22222222472222222, 0.22222222472222222, 0.22222221347222215]","[0.2222222232222222, 0.08333333208333324, 0.2222222232222222, 0.2222222232222222, 0.1111111116111111]","[0.22222221347222215, 0.08333333708333336, 0.22222221347222215, 0.22222221347222215, 0.11111110673611108]","[0.24999999624999972, 0.22222223322222232, 0.2222222252222227, 0.2222222232222222, 0.2222222232222222]","[0.25000001125000004, 0.22222222472222222, 0.22222222472222222, 0.22222221347222215, 0.22222221347222215]","[0.2222222212222218, 0.1111111106111109, 0.2222222232222222, 0.2222222232222222, 0.1111111116111111]","[0.22222221347222215, 0.11111112361111124, 0.22222222472222222, 0.22222222472222222, 0.11111111236111111]","[0.2222222212222218, 0.22222223322222232, 0.2222222232222222, 0.2222222232222222, 0.2222222232222222]","[0.22222224722222247, 0.22222222472222222, 0.22222222472222222, 0.22222222472222222, 0.22222221347222215]","[0.2222222212222218, 0.11111110711111116, 0.2222222232222222, 0.2222222232222222, 0.11111110711111113]","[0.22222221347222215, 0.11111112361111124, 0.22222222472222222, 0.22222222472222222, 0.11111111236111111]","[0.2222222212222218, 0.2222222232222222, 0.2222222252222227, 0.2222222232222222, 0.2222222232222222]","[0.22222224722222247, 0.22222222472222222, 0.22222222472222222, 0.22222222472222222, 0.22222221347222215]"
602,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
603,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
604,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
605,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
606,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
607,"[0.22222221125448044, 0.11111111885304666, 0.22222221254480345, 0.22222221125448044, 0.11111110562724022]","[0.2222222055107219, 0.11111111757909545, 0.2222222351581909, 0.2222222351581909, 0.11111111757909545]","[0.22222224609319033, 0.2222222209318992, 0.2222222209318992, 0.22222221125448044, 0.22222221125448044]","[0.2222222351581909, 0.2222222403501722, 0.2222222351581909, 0.2222222351581909, 0.2222222055107219]","[0.22222221125448044, 0.11111111885304666, 0.22222221254480345, 0.1111111104659496, 0.11111110562724022]","[0.2222222055107219, 0.11111111757909545, 0.22222221265394335, 0.11111110632697167, 0.11111111757909545]","[0.2222222377060933, 0.2222222209318992, 0.2222222209318992, 0.22222221125448044, 0.22222221125448044]","[0.2222222351581909, 0.2222222403501722, 0.22222221265394335, 0.2222222351581909, 0.2222222055107219]","[0.22222221125448044, 0.11111112304659516, 0.22222221254480345, 0.22222221125448044, 0.1111111104659496]","[0.2222222055107219, 0.11111111757909545, 0.2222222351581909, 0.2222222351581909, 0.11111111757909545]","[0.22222224609319033, 0.2222222209318992, 0.2222222209318992, 0.22222221125448044, 0.22222221125448044]","[0.2222222351581909, 0.2222222403501722, 0.2222222351581909, 0.2222222351581909, 0.2222222055107219]","[0.22222221125448044, 0.11111111885304666, 0.1111111104659496, 0.22222221125448044, 0.11111110562724022]","[0.2222222055107219, 0.11111111757909545, 0.11111111812063466, 0.2222222351581909, 0.11111111757909545]","[0.22222224609319033, 0.2222222209318992, 0.2222222209318992, 0.22222221125448044, 0.22222221125448044]","[0.2222222351581909, 0.22222223624126933, 0.2222222351581909, 0.2222222351581909, 0.2222222055107219]"
608,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
609,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
610,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
611,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
612,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
613,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
614,E,"[0.23529410226989686, 0.1176470576643589, 0.2352941153287178, 0.19747898613498352, 0.13165265742332233]",r,"[0.2352941153287178, 0.18347348792644058, 0.235294151299309, 0.1974790123954878, 0.1974790123954878]",E,"[0.1974790123954878, 0.07843137177623925, 0.2352941153287178, 0.19747898613498352, 0.13165265742332233]",r,"[0.2352941153287178, 0.2352941153287178, 0.39495797226996704, 0.1974790123954878, 0.1974790123954878]",E,"[0.23529410226989686, 0.1176470576643589, 0.2352941153287178, 0.1176470756496545, 0.11764705113494843]",r,"[0.2352941153287178, 0.2352941153287178, 0.235294151299309, 0.23529410226989686, 0.23529410226989686]",E,"[0.23529410226989686, 0.05882352883217945, 0.2352941153287178, 0.1176470756496545, 0.11764705113494843]",r,"[0.2352941153287178, 0.2352941153287178, 0.235294151299309, 0.23529410226989686, 0.23529410226989686]"
615,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
616,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
617,E,"[0.28571427571428565, 0.19047615900793732, 0.28571426307539627, 0.15476190201388962, 0.14285713785714282]",r,"[0.28571427571428565, 0.1904762071428573, 0.28571429904761914, 0.1547619141765866, 0.14285713785714282]",E,"[0.1547619141765866, 0.14285713785714282, 0.28571426307539627, 0.14285714952380957, 0.05158730472552887]",r,"[0.28571427571428565, 0.28571426307539627, 0.28571429904761914, 0.1547619141765866, 0.1547619141765866]",E,"[0.28571427571428565, 0.14285713785714282, 0.09523810357142865, 0.14285714952380957, 0.14285713785714282]",r,"[0.28571427571428565, 0.1904762071428573, 0.28571429904761914, 0.28571427571428565, 0.14285713785714282]",E,"[0.1547619141765866, 0.09523809190476187, 0.28571426307539627, 0.15476190201388962, 0.10317460134259308]",r,"[0.28571427571428565, 0.28571426307539627, 0.30952380402777924, 0.1547619141765866, 0.1547619141765866]"
618,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
619,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
620,"[0.22222221222222174, 0.11111112111111143, 0.2222222122222219, 0.22222221222222177, 0.22222221222222177]","[0.22222221888888888, 0.22222218222222256, 0.22222221888888888, 0.2222222122222225, 0.22222221888888888]","[0.22222224222222287, 0.1111111511111125, 0.2222222122222219, 0.22222221222222177, 0.22222221222222177]","[0.22222224888888895, 0.22222221888888888, 0.22222221888888888, 0.22222221888888888, 0.22222221888888888]","[0.22222221222222174, 0.05555555555555529, 0.2222222122222219, 0.22222221222222177, 0.11111112111111238]","[0.22222221888888888, 0.05555555722222222, 0.2222222172222227, 0.2222222172222227, 0.11111110944444444]","[0.27777777777777646, 0.2222222122222219, 0.22222224222222475, 0.22222221222222177, 0.22222221222222177]","[0.2777777861111111, 0.2222222172222227, 0.22222221888888888, 0.22222221888888888, 0.22222221888888888]","[0.22222221222222177, 0.11111112111111143, 0.2222222122222219, 0.11111111111111116, 0.22222221222222177]","[0.22222221888888888, 0.11111112444444447, 0.22222221888888888, 0.11111110944444444, 0.22222221888888888]","[0.22222224222222287, 0.2222222122222219, 0.22222222222222232, 0.22222221222222177, 0.22222221222222177]","[0.22222224888888895, 0.22222221888888888, 0.22222221888888888, 0.22222221888888888, 0.22222221888888888]","[0.22222221222222174, 0.08333334083333367, 0.2222222122222219, 0.22222221222222174, 0.11111110611111087]","[0.22222221888888888, 0.08333332500000017, 0.22222221888888888, 0.2222222122222225, 0.1111111311111108]","[0.25000002250000103, 0.2222222122222219, 0.2222222122222219, 0.22222221222222174, 0.22222221222222174]","[0.2499999750000005, 0.22222221888888888, 0.22222221888888888, 0.2222222622222216, 0.22222221888888888]"
621,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
622,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
623,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
624,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
625,"[0.22222221272222298, 0.11111111611111071, 0.22222221272222298, 0.22222221947222237, 0.11111110973611119]","[0.22222221597145017, 0.11111111300308643, 0.22222221597145017, 0.22222221901311764, 0.11111111300308645]","[0.22222223222222143, 0.2222222190972226, 0.22222221947222237, 0.22222221947222237, 0.22222221272222298]","[0.22222222600617286, 0.2222222260061729, 0.22222221597145017, 0.2222222260061729, 0.2222222260061729]","[0.22222221272222298, 0.11111111611111071, 0.22222221272222298, 0.22222221947222237, 0.11111110973611119]","[0.22222221597145017, 0.11111111300308643, 0.22222221597145017, 0.22222221901311764, 0.11111111300308645]","[0.22222223222222143, 0.2222222190972226, 0.22222221947222237, 0.22222221947222237, 0.22222221272222298]","[0.22222222600617286, 0.2222222260061729, 0.22222221597145017, 0.2222222260061729, 0.2222222260061729]","[0.22222221272222298, 0.11111111611111071, 0.22222221272222298, 0.11111110836111127, 0.11111110973611119]","[0.22222221597145017, 0.11111111300308643, 0.22222221597145017, 0.11111110798572509, 0.11111111300308645]","[0.22222223222222143, 0.2222222190972226, 0.22222221947222237, 0.22222221947222237, 0.22222221272222298]","[0.22222222600617286, 0.2222222260061729, 0.22222221597145017, 0.2222222260061729, 0.2222222260061729]","[0.22222221272222298, 0.11111111611111071, 0.22222221272222298, 0.1111111141111109, 0.11111110636111149]","[0.2222221925570995, 0.11111111300308643, 0.22222221597145017, 0.11111110798572509, 0.11111111300308645]","[0.22222223222222143, 0.22222221272222298, 0.2222222282222218, 0.22222221947222237, 0.22222221272222298]","[0.22222222600617286, 0.2222222260061729, 0.22222221597145017, 0.2222222260061729, 0.2222221925570995]"
626,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
627,"[0.2222222100304408, 0.11111111590563207, 0.22222221729071528, 0.22222221729071528, 0.11111110864535764]","[0.2222222172222222, 0.11111113111111097, 0.2222222172222222, 0.22222221722222238, 0.1111111086111111]","[0.22222223181126413, 0.22222221729071528, 0.22222221729071528, 0.2222222249619477, 0.2222222100304408]","[0.2222222565972222, 0.2222222172222222, 0.2222222172222222, 0.22222221722222238, 0.2222222172222222]","[0.2222222100304408, 0.06666666954337923, 0.22222221729071528, 0.22222221729071528, 0.11111111248097386]","[0.2222222172222222, 0.06666666966666664, 0.2222222172222222, 0.2222222172222222, 0.1111111086111111]","[0.2666666781735169, 0.22222221729071528, 0.22222221729071528, 0.2222222249619477, 0.2222222100304408]","[0.26666667866666655, 0.22222221722222238, 0.2222222172222222, 0.2222222172222222, 0.2222222172222222]","[0.2222222100304408, 0.11111111590563207, 0.22222221729071528, 0.22222221729071528, 0.11111110864535764]","[0.2222222172222222, 0.11111113111111097, 0.2222222172222222, 0.2222222172222222, 0.1111111086111111]","[0.2222222318112641, 0.22222221729071528, 0.22222221729071528, 0.2222222249619477, 0.2222222100304408]","[0.2222222565972222, 0.2222222172222222, 0.2222222172222222, 0.22222221722222238, 0.2222222172222222]","[0.2222222100304408, 0.11111111590563207, 0.22222221729071528, 0.22222221729071528, 0.11111110864535764]","[0.2222222172222222, 0.11111113111111097, 0.2222222172222222, 0.22222221722222238, 0.1111111086111111]","[0.22222223181126413, 0.22222221729071528, 0.22222221729071528, 0.2222222249619477, 0.2222222100304408]","[0.2222222565972222, 0.2222222172222222, 0.2222222172222222, 0.22222221722222238, 0.2222222172222222]"
628,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
629,"[0.22222222222222224, 0.11111110611111133, 0.2222222222222222, 0.2222222222222222, 0.11111111111111112]","[0.22222222067632844, 0.11111111033816422, 0.2222222264492754, 0.2222222206763284, 0.11111110574879225]","[0.22222222722222196, 0.2222222222222222, 0.22222222222222224, 0.22222222972222194, 0.22222222222222224]","[0.22222222067632844, 0.2222222321859903, 0.2222222264492754, 0.22222222067632844, 0.2222222218599034]","[0.22222222222222224, 0.11111111361111098, 0.2222222222222222, 0.2222222222222222, 0.11111111111111112]","[0.22222222067632844, 0.11111111033816422, 0.2222222264492754, 0.2222222206763284, 0.11111110574879225]","[0.22222222722222196, 0.2222222222222222, 0.22222222222222224, 0.22222222972222194, 0.22222222222222224]","[0.22222222067632844, 0.2222222264492754, 0.2222222264492754, 0.22222222067632844, 0.2222222218599034]","[0.22222222722222196, 0.11111110611111133, 0.2222222147222226, 0.1111111073611113, 0.11111110736111168]","[0.22222222067632844, 0.11111111033816422, 0.2222222264492754, 0.1111111132246377, 0.11111110574879225]","[0.22222222722222196, 0.2222222222222222, 0.2222222147222226, 0.22222222972222194, 0.22222222222222224]","[0.22222222067632844, 0.2222222321859903, 0.2222222264492754, 0.22222222067632844, 0.22222222067632844]","[0.22222222222222224, 0.11111110611111133, 0.2222222222222222, 0.2222222222222222, 0.11111111111111112]","[0.22222222067632844, 0.11111111033816422, 0.2222222264492754, 0.2222222206763284, 0.11111111033816422]","[0.22222222722222196, 0.2222222222222222, 0.22222222222222224, 0.2222222222222222, 0.22222222222222224]","[0.22222222067632844, 0.2222222321859903, 0.2222222264492754, 0.22222222067632844, 0.2222222218599034]"
